id,A,B,C,D,E,F,G,H,I,J,K,L,Categoria
3727,6,5,6,2,5,3,3,6,5,4,4,2,6,Pública
3728,4,4,4,3,4,4,5,4,4,4,4,3,5,Pública
3729,5,4,5,3,4,5,5,4,5,5,5,4,5,Pública
3730,6,6,6,5,6,5,5,6,6,6,6,6,6,Pública
3731,6,6,3,5,NA,4,6,6,6,6,6,5,4,Pública
3732,5,5,4,4,4,4,4,5,5,4,4,4,4,Pública
3733,6,1,6,6,4,6,6,5,6,6,6,4,6,Pública
3734,6,NA,5,5,5,5,3,6,6,6,5,6,5,Pública
3735,5,4,6,2,3,5,4,5,5,5,5,4,4,Pública
3736,6,1,6,3,6,6,6,6,6,6,5,6,6,Pública
3737,6,NA,5,1,5,NA,4,5,2,3,1,6,4,Pública
3738,6,4,6,3,6,6,4,NA,5,6,5,6,6,Pública
3740,5,NA,6,4,5,6,6,6,6,6,6,6,6,Pública
3741,5,1,5,2,3,3,4,5,5,5,5,4,5,Pública
3743,5,2,5,3,4,4,5,5,3,4,3,6,5,Pública
3744,6,NA,6,6,6,6,6,6,6,6,6,6,6,Pública
3745,NA,NA,4,3,6,3,3,5,5,1,1,3,1,Pública
3746,6,6,6,4,6,6,5,5,6,5,5,5,5,Pública
3747,6,NA,6,2,2,6,2,5,4,4,6,4,3,Pública
3749,6,6,6,4,5,3,5,6,2,5,5,5,4,Privada
3750,6,6,6,6,6,6,6,4,6,6,6,6,6,Privada
3752,3,1,2,2,1,3,6,6,1,6,5,6,6,Privada
3753,5,6,6,5,5,NA,4,5,6,4,3,5,2,Privada
3754,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
3755,5,3,6,6,5,4,6,6,6,6,6,6,6,Privada
3756,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
3757,4,4,4,4,4,4,4,5,5,5,4,5,5,Privada
3758,NA,NA,6,3,2,5,1,4,2,5,4,2,6,Privada
3759,5,6,6,5,6,6,6,5,6,6,6,5,4,Privada
3760,6,3,6,6,6,3,6,6,6,6,6,6,6,Privada
3761,5,5,4,5,5,5,6,5,4,5,5,5,NA,Privada
3762,6,NA,6,6,5,6,3,6,6,6,6,5,5,Privada
3763,4,5,6,6,6,6,5,6,6,6,3,6,5,Privada
3764,6,5,5,6,6,5,5,6,6,6,6,5,5,Privada
3765,5,5,6,6,5,6,5,5,5,6,5,5,6,Privada
3766,3,2,5,6,4,4,6,6,4,4,5,5,5,Privada
3767,6,6,4,6,6,6,5,6,6,6,6,6,6,Privada
3768,4,1,6,3,NA,NA,2,4,6,4,5,3,1,Privada
3769,5,5,5,5,5,5,5,5,5,5,6,5,5,Privada
3771,6,2,6,6,NA,NA,6,6,6,6,6,NA,6,Privada
3772,6,6,6,6,6,6,5,6,6,3,3,4,5,Privada
3773,6,6,6,6,6,6,4,5,6,6,5,5,4,Privada
3774,6,NA,4,5,4,5,4,5,4,5,5,6,6,Privada
3775,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
3776,6,6,6,6,6,6,5,6,6,6,6,6,6,Privada
3777,6,6,6,6,6,6,5,5,6,6,5,5,6,Privada
3778,5,4,5,5,3,5,5,5,4,6,5,5,6,Privada
3779,6,NA,6,6,6,6,6,6,6,5,6,6,6,Privada
3780,4,NA,NA,6,NA,4,5,5,4,NA,5,5,5,Privada
3781,6,6,6,5,5,5,5,6,5,5,4,5,5,Privada
3782,6,4,6,6,6,5,4,6,6,6,6,6,6,Privada
3783,5,4,6,5,NA,NA,4,5,5,4,4,5,5,Privada
3784,6,6,6,6,6,6,6,6,6,5,6,6,6,Privada
3785,5,2,6,5,3,4,5,6,5,6,4,5,6,Privada
3786,6,5,6,5,5,5,6,6,5,6,6,6,6,Privada
3787,5,1,6,4,3,5,5,5,6,5,5,6,6,Privada
3788,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
3789,6,6,6,6,2,6,5,5,6,5,5,3,4,Privada
3790,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
3791,6,3,6,6,5,5,5,6,6,6,6,5,6,Privada
3792,6,4,6,6,5,6,5,5,6,6,6,5,6,Privada
3793,4,2,5,6,1,1,5,5,5,5,5,5,4,Privada
3794,6,4,6,6,5,NA,4,4,5,5,4,3,4,Privada
3795,5,5,5,6,6,4,1,4,6,5,3,5,4,Privada
3796,6,6,6,6,5,NA,3,4,6,4,4,4,4,Privada
3797,4,NA,4,4,3,3,4,4,4,5,3,4,4,Privada
3798,6,1,4,5,2,5,2,5,6,5,6,5,6,Privada
3799,6,6,6,6,4,5,6,6,6,5,4,5,5,Privada
3800,4,3,5,5,NA,NA,5,5,5,5,5,5,4,Privada
3801,5,NA,6,6,NA,6,5,6,6,6,6,6,6,Privada
3802,6,NA,5,6,5,5,5,5,5,6,5,6,6,Privada
3803,6,NA,6,5,5,1,5,6,6,5,6,5,5,Privada
3804,5,6,6,6,5,6,6,5,6,6,6,6,6,Privada
3805,6,2,6,6,5,4,4,5,6,3,5,5,5,Privada
3806,4,6,6,6,4,NA,4,5,6,5,4,2,2,Privada
3808,4,4,6,6,6,6,6,6,4,6,6,6,6,Privada
3809,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
3810,5,NA,6,NA,NA,3,3,5,6,4,4,5,5,Privada
3811,6,4,6,5,5,5,4,5,6,6,5,5,5,Privada
3812,4,1,6,6,1,NA,1,6,6,5,5,3,3,Privada
3813,4,3,4,4,4,4,4,3,4,6,5,5,5,Privada
3814,6,1,6,5,4,4,3,5,6,6,6,3,3,Privada
3815,5,2,5,6,2,5,4,5,6,4,3,5,4,Privada
3816,5,5,6,5,5,5,4,5,5,4,5,5,4,Privada
3817,6,5,5,6,6,6,5,5,6,6,6,6,6,Privada
3818,5,5,5,5,5,5,5,5,5,5,5,5,5,Privada
3819,1,1,6,6,2,3,5,3,6,3,1,3,1,Privada
3820,6,5,6,6,5,5,4,5,6,5,5,5,5,Privada
3821,5,6,5,6,5,6,4,5,5,2,4,4,4,Privada
3822,3,1,5,4,2,6,5,5,6,5,4,6,6,Privada
3823,5,6,6,6,5,6,6,6,6,6,6,5,6,Privada
3825,5,5,5,6,5,5,5,5,6,6,5,5,5,Privada
3826,6,6,5,6,5,5,5,5,6,6,6,6,6,Privada
3827,2,NA,5,6,5,5,4,4,6,6,6,4,6,Privada
3828,2,2,6,5,1,4,5,6,6,6,5,6,6,Privada
3829,6,5,6,6,5,6,5,6,5,6,6,6,6,Privada
3830,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
3831,4,4,5,6,3,5,6,5,5,5,6,5,5,Privada
3832,5,5,6,6,6,5,5,5,6,6,5,3,4,Privada
3833,6,NA,6,6,5,6,3,6,6,6,6,6,4,Privada
3834,5,6,5,5,4,5,4,5,6,6,5,6,3,Privada
3835,3,4,5,5,2,3,2,3,6,6,4,5,5,Privada
3836,1,1,1,2,2,1,1,2,1,2,2,1,2,Privada
3837,2,2,NA,6,6,6,4,6,6,6,1,6,6,Privada
3838,5,4,4,5,2,4,4,4,4,3,3,4,2,Privada
3839,6,5,5,3,2,5,5,5,6,5,1,4,1,Privada
3840,5,5,6,6,6,6,6,6,6,5,6,6,6,Privada
3841,4,4,4,4,4,5,3,4,4,4,4,4,4,Privada
3842,4,5,NA,5,5,5,5,5,1,4,5,5,5,Privada
3843,4,5,6,6,6,6,6,6,6,6,6,6,6,Privada
3844,6,5,6,6,6,6,4,5,6,5,4,2,2,Privada
3845,3,4,6,4,4,5,4,5,6,6,6,6,6,Privada
3846,6,NA,6,6,6,6,4,6,6,6,5,5,5,Privada
3847,6,NA,6,6,5,6,3,5,6,6,4,5,2,Privada
3848,5,6,5,5,6,6,6,4,6,4,5,6,5,Privada
3849,6,6,6,5,6,6,4,5,5,6,6,5,6,Privada
3851,5,4,5,4,4,6,5,6,6,6,5,5,6,Privada
3852,5,NA,6,6,5,6,5,6,5,6,6,6,6,Privada
3853,6,6,6,6,3,5,5,6,6,6,6,5,5,Privada
3854,6,NA,6,6,6,6,5,6,6,6,6,5,5,Privada
3855,2,1,5,6,2,1,1,5,3,6,4,6,3,Privada
3856,5,5,5,4,3,5,5,5,6,4,4,5,3,Privada
3857,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
3858,5,5,6,6,5,6,5,5,6,5,4,5,5,Privada
3859,6,6,6,6,5,6,6,6,6,6,6,6,6,Privada
3860,2,2,4,5,3,3,4,2,5,6,5,6,1,Privada
3861,4,NA,4,5,NA,4,5,5,5,6,5,5,5,Privada
3862,5,5,6,6,6,6,5,5,6,6,5,6,5,Privada
3863,6,NA,6,6,6,6,6,6,6,6,6,6,6,Privada
3864,5,2,4,4,4,4,4,5,6,6,6,5,6,Privada
3865,6,1,6,3,4,6,5,5,6,6,6,3,5,Privada
3866,4,NA,6,5,4,4,4,3,5,5,4,4,4,Privada
3867,6,4,6,6,5,4,6,5,6,5,6,5,5,Privada
3868,5,4,5,6,4,5,6,6,6,6,5,6,5,Privada
3869,5,6,6,6,4,4,6,6,6,6,5,6,5,Privada
3870,6,NA,6,NA,3,6,1,5,6,5,5,2,3,Privada
3871,6,6,6,6,3,6,6,6,6,6,6,5,5,Privada
3872,6,6,6,6,5,6,4,6,6,5,6,6,4,Privada
3873,1,1,4,3,3,5,4,4,5,5,4,5,3,Privada
3874,4,4,4,4,4,4,4,4,4,4,4,4,4,Privada
3875,5,1,5,6,2,3,4,5,6,5,5,5,4,Privada
3876,5,NA,6,3,4,4,5,5,6,NA,4,5,5,Privada
3877,5,NA,5,5,3,5,5,5,5,5,5,5,5,Privada
3878,5,1,5,6,4,6,6,5,6,6,6,5,6,Privada
3879,6,5,6,6,5,6,5,5,6,6,5,6,5,Privada
3880,5,5,6,6,6,6,4,6,6,6,6,6,6,Privada
3881,1,6,1,1,1,1,2,1,1,1,1,2,5,Privada
3882,4,1,6,6,3,6,4,5,6,5,6,6,6,Privada
3883,4,3,4,6,4,5,6,6,4,5,6,6,6,Privada
3884,6,1,6,6,4,6,4,5,6,6,5,6,5,Privada
3885,5,6,5,3,4,5,3,5,5,6,5,6,5,Privada
3886,5,NA,6,6,6,6,6,6,6,6,5,5,4,Privada
3887,3,1,6,6,1,5,2,6,6,5,5,5,4,Privada
3888,5,5,6,6,6,5,6,6,6,6,6,6,6,Privada
3889,5,NA,6,6,6,5,5,5,6,5,5,5,4,Privada
3890,5,NA,6,6,3,4,5,5,5,5,2,6,3,Privada
3891,5,5,2,5,2,5,3,5,6,4,5,5,3,Privada
3892,6,4,6,6,4,6,6,6,6,6,5,6,6,Privada
3893,5,2,6,6,5,6,5,5,6,6,4,5,4,Privada
3894,5,5,6,6,6,6,6,6,6,4,5,6,5,Privada
3895,6,6,6,3,2,6,6,6,4,6,6,6,5,Privada
3896,6,6,6,6,5,6,4,6,6,6,6,5,6,Privada
3897,6,4,5,2,3,4,3,5,6,5,4,3,5,Privada
3898,6,6,5,6,5,6,6,6,6,5,6,5,5,Privada
3899,4,4,5,5,4,4,5,5,5,5,4,5,5,Privada
3900,5,4,5,6,5,5,5,4,5,4,4,4,4,Privada
3901,6,5,6,6,6,6,5,6,6,6,6,6,5,Privada
3902,4,NA,5,4,3,3,3,5,5,6,6,5,4,Privada
3903,6,6,6,6,6,6,5,6,6,6,4,5,4,Privada
3904,4,5,6,5,5,NA,4,5,5,5,4,5,5,Privada
3905,6,1,6,6,1,6,3,6,5,3,1,6,5,Privada
3906,6,3,5,6,5,5,5,5,5,5,5,5,4,Privada
3907,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
3908,6,NA,6,6,4,3,4,5,6,6,4,3,5,Privada
3909,2,1,4,6,5,5,4,4,5,5,5,5,6,Privada
3910,2,1,4,6,2,3,2,4,6,5,4,3,6,Privada
3911,6,NA,6,6,5,6,5,5,5,6,6,5,5,Privada
3912,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
3913,3,1,3,2,NA,NA,1,4,2,6,5,4,3,Pública
3914,5,5,6,6,5,6,5,5,6,6,5,6,5,Pública
3915,5,2,4,2,2,NA,1,4,4,3,4,4,4,Pública
3916,3,NA,2,3,3,3,3,3,3,4,5,3,4,Pública
3917,5,4,5,5,5,6,5,5,5,5,5,6,5,Pública
3918,4,4,3,3,1,4,3,4,4,5,5,4,3,Pública
3919,4,4,5,4,4,4,4,5,5,5,4,4,4,Pública
3920,4,1,4,6,NA,NA,2,4,4,5,3,4,5,Pública
3921,3,3,3,3,1,4,1,3,3,4,4,3,5,Pública
3923,4,3,5,2,2,2,3,4,4,5,3,4,3,Pública
3924,4,NA,5,5,NA,6,4,5,5,6,4,5,5,Pública
3925,1,2,1,2,2,2,2,2,2,2,2,5,5,Pública
3926,5,1,5,3,4,4,4,5,4,6,5,5,5,Pública
3927,2,1,2,1,1,2,1,5,3,3,3,3,3,Pública
3928,1,1,4,1,2,2,1,5,4,5,3,4,3,Pública
3929,5,1,4,5,4,5,5,5,5,NA,5,6,5,Pública
3930,5,4,5,3,5,5,3,5,3,6,5,4,4,Pública
3931,5,5,6,5,4,6,5,4,6,5,5,5,4,Pública
3932,4,1,3,1,1,5,4,1,2,5,4,5,3,Pública
3933,4,1,4,2,3,6,4,4,6,4,6,4,4,Pública
3934,5,1,2,5,2,5,2,5,4,5,4,4,3,Pública
3935,5,2,3,4,2,4,3,4,3,5,5,4,3,Pública
3936,5,4,5,5,4,5,3,6,5,6,4,6,5,Pública
3937,5,1,3,5,3,4,4,5,5,5,5,5,4,Pública
3938,4,3,3,4,3,5,5,3,2,4,2,4,5,Pública
3939,5,5,5,3,4,4,2,4,4,5,4,3,1,Pública
3940,2,3,4,2,3,2,3,3,2,5,4,5,3,Pública
3941,6,NA,4,3,3,5,3,4,3,4,4,6,4,Pública
3942,5,4,NA,3,NA,5,5,4,4,4,NA,5,4,Pública
3943,4,NA,4,3,2,5,3,4,5,5,4,5,5,Pública
3944,3,3,3,2,NA,3,3,3,4,4,4,3,3,Pública
3945,3,3,4,2,3,4,2,4,3,3,5,4,4,Pública
3946,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,Pública
3947,3,4,3,5,4,4,4,3,4,4,4,4,3,Pública
3949,1,2,4,3,5,6,3,NA,4,4,4,5,4,Pública
3950,2,1,3,2,2,2,2,3,3,4,3,5,3,Pública
3951,5,5,5,5,5,5,4,4,5,5,4,5,5,Pública
3952,5,NA,4,3,5,NA,2,5,3,NA,5,4,2,Pública
3953,NA,NA,3,2,NA,4,3,4,5,4,3,NA,5,Pública
3954,4,1,5,3,3,3,1,3,5,4,3,3,4,Pública
3955,3,1,6,3,NA,NA,1,5,5,5,6,6,5,Pública
3956,5,NA,6,4,1,6,4,6,6,6,5,6,6,Pública
3957,3,3,3,3,3,3,3,3,3,3,3,3,3,Pública
3958,5,1,1,2,4,1,3,1,1,3,4,2,4,Pública
3959,3,1,5,2,2,4,1,3,2,5,4,6,2,Pública
3960,5,5,5,5,5,6,4,6,5,6,5,6,4,Pública
3961,5,6,3,1,5,5,2,5,4,5,4,5,4,Pública
3962,4,1,5,3,2,3,1,4,4,3,3,4,2,Pública
3963,3,5,2,4,5,5,3,4,1,5,2,4,2,Pública
3964,5,3,4,4,6,2,1,2,4,4,2,6,3,Pública
3965,5,6,5,4,5,6,1,4,4,6,5,5,5,Pública
3966,4,5,5,4,4,5,4,5,5,6,4,6,5,Pública
3967,5,4,5,5,3,4,5,6,4,5,5,5,3,Privada
3968,5,6,5,5,4,5,6,5,5,6,6,6,5,Privada
3969,6,5,6,4,3,5,5,5,4,6,5,6,6,Privada
3970,5,5,5,5,5,5,5,5,4,5,5,5,5,Privada
3971,3,3,4,3,3,3,4,4,4,5,4,4,4,Privada
3972,4,5,5,NA,2,3,5,6,4,5,4,5,6,Privada
3973,5,6,5,3,1,5,5,6,3,5,5,5,5,Privada
3974,4,4,4,4,4,4,4,4,4,4,4,4,4,Privada
3975,5,5,6,6,5,6,2,5,5,4,3,4,3,Privada
3976,6,6,5,4,3,6,6,6,4,6,6,6,6,Privada
3978,5,5,5,4,4,5,4,5,4,6,5,5,5,Privada
3979,6,6,6,6,6,6,6,6,5,6,6,6,6,Privada
3980,6,6,6,5,5,6,5,5,6,5,5,6,6,Privada
3981,5,5,5,5,5,5,5,5,5,5,5,5,5,Privada
3982,6,6,6,6,6,6,6,6,4,6,6,6,6,Privada
3983,6,6,6,6,6,5,6,6,5,6,6,6,6,Privada
3984,6,6,6,NA,3,4,6,6,5,4,5,5,6,Privada
3985,5,5,4,5,NA,NA,5,6,5,4,5,3,5,Privada
3986,6,6,6,5,6,6,6,6,6,6,5,6,6,Privada
3987,5,5,5,NA,NA,5,3,5,3,4,5,6,4,Privada
3988,3,2,3,1,3,3,2,3,3,3,4,3,4,Privada
3989,5,5,6,5,5,5,5,5,6,6,6,6,6,Privada
3990,6,6,6,6,6,6,6,6,6,5,5,5,5,Privada
3991,6,6,6,NA,6,6,6,6,6,6,6,6,6,Privada
3992,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
3993,6,6,5,6,5,6,6,6,6,6,6,5,5,Privada
3994,5,5,5,5,5,5,5,5,5,5,5,5,5,Privada
3995,6,6,6,NA,NA,6,6,6,5,5,6,6,6,Privada
3996,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
3997,5,5,5,5,1,3,2,3,3,4,3,3,3,Privada
3998,6,6,5,6,4,6,4,4,4,6,6,6,4,Privada
3999,6,6,6,6,5,5,6,6,5,6,6,6,6,Privada
4000,5,4,6,3,6,6,6,6,4,5,4,5,4,Pública
4001,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
4002,5,5,5,5,5,5,4,5,5,6,5,4,4,Pública
4003,3,3,4,2,3,4,5,5,2,4,4,6,5,Pública
4004,5,6,6,6,3,4,3,5,5,5,5,5,4,Pública
4005,2,4,4,5,1,NA,4,NA,4,4,5,6,6,Pública
4006,3,3,4,2,2,2,3,4,4,5,5,4,4,Pública
4007,4,4,4,4,4,4,4,4,4,4,4,4,4,Pública
4008,4,4,4,4,4,4,4,4,4,4,4,4,4,Pública
4009,4,4,4,6,NA,4,2,5,4,5,4,4,3,Pública
4010,1,1,1,1,1,1,1,3,1,3,3,6,1,Pública
4011,4,NA,6,5,NA,NA,1,4,3,5,6,5,3,Pública
4012,5,1,5,4,2,4,3,4,4,5,4,4,4,Pública
4013,4,4,4,1,1,4,4,4,4,4,4,4,4,Pública
4014,2,2,4,2,NA,4,2,5,3,4,3,5,3,Pública
4015,1,3,5,4,3,5,2,NA,5,5,4,4,5,Pública
4016,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
4017,6,6,6,6,6,6,4,6,6,6,5,6,6,Pública
4018,NA,NA,2,1,4,5,3,4,NA,6,5,4,4,Pública
4019,4,5,5,6,NA,NA,4,4,6,5,5,4,5,Pública
4020,3,3,4,5,3,5,4,4,4,5,5,4,4,Pública
4021,4,4,5,4,4,5,5,5,4,5,5,5,5,Pública
4022,3,4,5,3,4,5,5,4,5,5,5,5,5,Pública
4023,2,4,6,4,2,4,2,5,3,4,4,3,2,Pública
4024,3,3,3,3,3,3,3,3,3,3,3,3,3,Pública
4025,3,4,4,2,NA,4,4,4,3,5,NA,5,5,Pública
4026,2,2,6,2,2,6,5,5,3,3,5,4,6,Pública
4027,3,3,4,4,4,3,3,5,4,5,4,4,5,Pública
4028,3,4,4,2,3,3,2,4,4,5,3,3,2,Pública
4029,1,1,1,2,1,1,1,5,2,4,3,3,2,Pública
4030,1,1,6,3,4,5,3,5,4,6,5,6,3,Pública
4031,1,6,4,1,3,6,3,6,3,6,6,5,6,Pública
4032,4,5,6,5,4,5,2,3,6,5,4,4,3,Pública
4033,3,3,1,3,3,3,3,3,3,3,1,3,2,Pública
4034,4,NA,5,6,NA,5,5,5,6,6,5,6,NA,Pública
4035,4,1,4,6,5,5,4,5,6,4,5,3,4,Pública
4037,6,NA,6,6,NA,NA,4,6,6,6,3,5,1,Pública
4038,4,NA,3,1,5,6,3,3,2,3,6,3,6,Pública
4039,3,2,4,1,1,4,4,4,2,5,5,4,5,Pública
4040,5,5,5,4,5,5,5,5,5,4,6,5,5,Pública
4041,4,5,3,2,4,5,4,5,5,5,5,6,6,Pública
4042,3,2,3,3,3,6,4,1,2,6,6,3,4,Pública
4044,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
4045,6,4,5,5,5,6,6,6,6,6,6,6,6,Pública
4046,3,NA,4,NA,NA,2,NA,4,4,5,4,2,2,Pública
4047,6,6,6,5,6,NA,6,6,6,6,6,6,6,Pública
4049,5,4,6,3,2,6,NA,6,6,6,5,6,2,Pública
4050,3,1,6,2,2,1,NA,6,6,6,6,6,6,Pública
4051,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
4052,4,1,5,3,3,6,NA,6,6,6,6,6,6,Pública
4053,6,NA,6,6,6,6,6,6,6,6,6,6,6,Pública
4054,5,2,6,5,3,4,6,6,5,6,6,6,6,Pública
4055,6,NA,NA,NA,NA,NA,NA,6,NA,6,6,NA,6,Pública
4056,3,5,5,4,5,5,5,5,4,5,5,5,5,Pública
4057,5,6,6,6,6,6,6,6,6,6,6,6,6,Pública
4060,5,5,6,5,5,6,5,5,6,6,6,5,6,Pública
4062,5,5,6,5,6,6,6,6,5,6,6,6,6,Pública
4063,6,6,6,3,6,6,6,6,6,6,6,5,6,Pública
4066,1,1,NA,1,1,NA,1,NA,4,6,6,6,6,Pública
4067,5,5,4,5,5,5,4,4,5,3,4,6,6,Pública
4069,5,NA,4,4,4,4,4,4,5,4,4,3,4,Pública
4071,3,3,3,3,3,3,3,3,3,3,3,3,3,Pública
4072,5,1,2,1,1,1,6,4,1,6,5,6,6,Pública
4073,6,1,4,4,4,NA,NA,6,5,6,5,5,5,Pública
4074,1,1,1,1,1,1,1,5,2,4,4,4,3,Pública
4075,6,NA,3,4,4,6,NA,NA,6,6,2,5,1,Pública
4077,4,4,5,4,4,4,4,4,5,4,4,5,5,Pública
4080,1,2,4,1,3,6,3,5,5,5,5,4,2,Pública
4082,6,6,5,5,6,5,6,6,6,6,6,6,6,Pública
4083,6,5,5,6,5,6,6,6,5,6,6,5,6,Pública
4084,4,4,4,4,4,4,4,4,4,4,4,4,4,Pública
4085,5,3,3,2,2,6,3,3,3,5,6,6,3,Pública
4087,5,2,5,4,4,3,4,5,4,5,6,5,5,Pública
4088,5,NA,6,5,6,6,5,6,6,6,6,6,5,Pública
4089,3,2,4,2,2,2,3,4,5,3,4,3,2,Pública
4091,6,NA,5,5,5,6,5,6,6,5,6,6,5,Pública
4093,1,1,1,2,3,4,4,5,4,6,5,5,5,Pública
4094,4,2,5,5,4,5,5,5,5,5,5,6,5,Pública
4095,4,NA,6,5,6,6,6,6,6,6,6,5,6,Pública
4096,6,6,5,3,NA,6,6,6,6,6,6,6,6,Pública
4097,6,6,6,6,6,6,6,6,6,6,5,6,6,Pública
4099,4,4,4,4,5,6,NA,6,4,6,6,6,6,Pública
4100,5,4,5,5,4,4,4,4,5,6,4,5,5,Pública
4101,4,2,4,4,3,5,5,5,5,4,4,6,4,Pública
4102,5,5,4,5,3,4,5,4,5,6,5,6,6,Pública
4103,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
4104,6,5,5,4,4,5,4,5,5,5,6,6,6,Pública
4106,5,5,4,4,5,5,4,5,4,6,4,6,6,Pública
4107,5,5,5,3,5,6,3,4,3,6,6,6,5,Pública
4108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
4109,5,5,5,5,5,5,5,5,5,6,4,5,5,Pública
4113,4,NA,5,4,5,5,4,6,4,5,5,5,6,Pública
4114,5,5,5,5,5,5,5,5,5,5,5,5,5,Pública
4115,3,1,3,1,1,3,3,2,2,4,4,3,3,Pública
4116,5,4,5,5,5,5,4,5,4,5,5,5,5,Pública
4117,3,NA,3,4,3,6,4,6,5,6,1,6,6,Pública
4118,5,4,4,3,4,2,2,6,3,5,5,5,3,Pública
4119,6,6,4,3,2,6,3,6,4,6,6,6,6,Pública
4120,6,NA,6,6,6,6,4,4,4,6,6,6,6,Pública
4121,4,NA,2,5,NA,4,4,4,4,6,5,4,6,Pública
4123,3,3,3,3,3,3,3,3,3,3,3,3,3,Pública
4127,4,2,6,3,1,1,2,4,5,5,2,4,3,Pública
4128,2,6,2,1,2,5,2,5,4,5,6,6,4,Pública
4129,2,1,3,4,1,2,2,4,3,3,2,4,1,Pública
4130,3,3,3,3,3,3,4,3,3,3,3,3,3,Pública
4131,2,1,1,2,3,1,1,3,5,4,2,4,1,Pública
4133,3,NA,4,5,1,5,3,3,4,6,4,5,2,Pública
4134,6,6,6,6,6,6,6,6,6,5,5,6,6,Pública
4135,3,1,3,1,2,2,2,3,1,4,4,4,4,Pública
4146,5,NA,6,6,2,4,2,5,6,2,2,5,4,Pública
4158,5,NA,5,6,5,6,5,6,5,6,6,5,5,Pública
4162,6,3,6,6,4,6,6,6,6,6,6,4,6,Pública
4164,5,5,5,4,4,6,4,5,5,6,6,6,6,Pública
4165,4,3,6,5,5,6,5,5,5,6,5,6,5,Pública
4166,5,5,NA,6,5,5,4,5,1,6,6,6,5,Pública
4167,3,1,5,3,5,5,5,6,5,6,6,6,6,Pública
4168,6,5,6,5,4,5,1,5,5,5,5,5,4,Pública
4169,5,5,5,3,5,6,3,6,5,3,6,6,6,Pública
4172,5,5,5,5,4,5,4,5,4,6,5,5,5,Pública
4173,5,5,6,6,6,6,5,6,6,6,5,4,4,Pública
4175,4,NA,5,3,4,4,4,4,5,5,4,4,4,Pública
4177,2,NA,5,4,6,6,4,6,4,5,6,6,5,Pública
4180,5,4,6,6,5,6,6,6,6,6,6,5,6,Pública
4183,3,5,6,5,4,5,6,5,4,6,6,6,5,Pública
4184,4,4,6,6,6,6,5,4,6,6,6,5,6,Pública
4185,4,4,4,4,5,5,5,5,5,6,5,5,6,Pública
4186,6,5,6,6,6,5,5,6,6,5,5,5,6,Pública
4187,5,4,4,5,5,5,4,5,5,4,5,4,5,Pública
4188,5,5,5,5,5,5,5,5,5,5,5,5,5,Pública
4191,5,NA,6,5,5,6,5,5,5,6,5,5,6,Pública
4192,5,5,6,4,6,6,6,6,4,6,6,6,6,Pública
4194,4,4,5,4,5,5,2,5,5,5,5,4,3,Pública
4197,6,6,6,6,4,6,6,6,5,6,6,6,6,Pública
4198,3,2,5,5,4,4,5,5,5,5,6,5,5,Pública
4224,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4225,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4226,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4227,5,4,6,6,5,6,4,6,6,6,6,6,6,Privada
4228,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4230,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4231,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4232,5,4,5,5,4,5,5,4,5,NA,4,4,4,Privada
4234,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4235,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4236,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4237,4,3,3,3,5,5,3,4,4,5,6,6,6,Privada
4238,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4239,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4240,6,6,6,6,6,6,6,6,6,6,5,5,5,Privada
4241,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4242,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4243,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4244,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4245,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4246,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
