id,A,B,C,D,E,F,G,H,I,J,K,L,Categoria
4247,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4248,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4249,6,6,6,6,6,6,1,6,6,5,4,5,4,Privada
4250,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4251,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4252,4,5,5,5,5,5,5,5,5,6,6,6,6,Privada
4253,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4254,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4255,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4256,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4257,6,3,4,5,4,4,1,3,6,5,3,4,4,Privada
4258,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4259,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4260,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4261,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4262,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4263,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4264,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4265,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4266,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4267,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4268,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4269,3,3,3,2,2,2,4,3,3,4,4,4,4,Privada
4270,5,5,6,5,1,3,1,5,5,5,5,6,5,Privada
4271,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4272,5,5,6,6,4,3,4,6,6,5,2,4,5,Privada
4273,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4274,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4275,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4276,NA,NA,6,4,5,5,6,6,6,6,6,6,6,Privada
4277,4,4,3,5,5,5,3,5,5,4,5,5,5,Privada
4278,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4279,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4280,6,3,5,5,4,5,5,5,6,4,5,5,5,Privada
4281,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4282,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4283,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4284,3,4,3,4,3,3,4,4,4,3,4,3,4,Privada
4285,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4286,5,5,3,3,6,6,2,6,6,6,5,4,5,Privada
4287,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4288,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4289,6,6,6,6,6,6,6,6,6,5,5,6,6,Privada
4290,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4291,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4292,3,2,2,5,3,3,1,5,3,5,3,4,3,Privada
4293,5,5,5,5,4,5,3,6,5,5,5,5,5,Privada
4294,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4295,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4296,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4297,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4298,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4299,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4300,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4301,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4302,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4303,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4304,5,5,5,5,6,6,6,5,5,5,5,6,6,Privada
4305,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4306,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4307,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4308,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4309,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4310,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4311,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4312,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4313,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4314,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4315,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4316,6,6,6,6,6,6,6,6,6,5,4,6,6,Privada
4317,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4318,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4319,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4320,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4321,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4322,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4323,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4324,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4325,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4326,6,6,6,6,6,6,6,6,6,6,6,6,5,Privada
4327,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4328,6,6,6,6,6,6,6,6,6,5,6,6,6,Privada
4329,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4330,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4331,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4332,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Privada
4338,5,6,6,5,5,5,6,5,5,4,5,5,4,Privada
4343,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4345,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4346,6,6,NA,6,6,6,6,6,6,6,6,6,6,Privada
4347,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4348,6,6,6,6,6,6,5,6,6,6,5,6,6,Privada
4349,5,6,6,6,6,6,5,6,4,4,4,5,6,Privada
4350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Privada
4351,6,5,6,5,6,6,6,6,5,5,4,5,5,Privada
4352,6,5,5,6,5,5,6,5,5,6,6,5,5,Privada
4353,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4354,5,6,5,6,5,6,5,6,6,6,6,6,5,Privada
4355,6,6,6,6,5,6,6,6,6,6,6,6,6,Privada
4356,5,NA,5,6,5,6,4,5,5,5,5,4,6,Privada
4357,6,6,6,6,6,6,5,6,6,6,6,6,6,Privada
4358,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4359,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4360,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4361,6,6,6,6,6,6,6,6,6,6,6,6,6,Privada
4363,1,1,3,2,1,5,4,4,1,3,6,6,4,Pública
4364,5,1,6,5,NA,NA,6,6,3,3,5,4,5,Pública
4365,4,NA,5,5,5,NA,5,5,5,4,5,5,5,Pública
4366,5,NA,5,5,5,5,5,5,6,2,2,4,5,Pública
4367,4,NA,6,6,6,6,3,6,6,6,5,5,6,Pública
4368,5,NA,6,6,5,5,5,6,4,5,5,5,6,Pública
4369,6,6,6,6,6,6,6,6,6,5,6,6,6,Pública
4370,6,2,6,6,6,3,5,5,5,5,5,6,6,Pública
4371,NA,NA,NA,6,NA,NA,6,NA,6,3,3,6,6,Pública
4372,5,5,4,5,5,5,5,5,5,5,5,5,5,Pública
4373,5,4,6,5,5,5,6,4,6,6,6,6,6,Pública
4374,6,NA,6,6,4,6,4,5,6,6,5,5,6,Pública
4375,4,NA,6,6,6,6,3,5,6,6,5,5,6,Pública
4377,5,NA,4,6,5,5,5,6,6,4,5,5,6,Pública
4378,5,1,6,6,4,4,6,6,5,6,3,5,6,Pública
4379,5,4,6,5,4,3,4,3,5,4,6,5,3,Pública
4380,5,3,4,2,4,6,5,5,3,5,5,5,4,Pública
4381,6,6,5,6,5,6,6,6,5,6,5,6,5,Pública
4382,4,5,5,4,5,6,5,6,4,5,5,4,5,Pública
4383,2,1,4,5,3,3,3,2,4,5,5,3,4,Pública
4384,5,6,6,4,6,6,6,6,4,6,6,6,6,Pública
4385,1,3,2,1,2,2,2,2,1,3,3,3,2,Pública
4386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
4387,4,3,NA,1,NA,2,2,2,1,5,6,3,3,Pública
4388,4,2,3,1,3,4,4,5,1,5,6,4,5,Pública
4389,4,5,5,5,5,5,5,5,5,6,6,5,4,Pública
4390,4,4,4,4,4,4,4,4,4,4,5,4,2,Pública
4391,NA,1,6,1,6,6,1,5,4,4,6,2,6,Pública
4392,6,6,6,1,6,6,4,6,4,4,6,5,5,Pública
4393,1,1,6,3,1,4,2,1,6,3,2,5,6,Pública
4394,6,NA,2,4,6,6,6,6,2,6,6,6,6,Pública
4395,2,1,3,3,3,6,5,6,6,6,5,6,6,Pública
4396,6,NA,NA,5,NA,NA,6,6,4,4,5,NA,6,Pública
4397,6,NA,2,NA,6,6,6,6,2,6,6,6,6,Pública
4398,2,1,3,4,5,5,4,5,2,5,5,4,4,Pública
4399,6,3,3,2,4,6,4,6,3,5,6,3,6,Pública
4400,2,NA,4,4,NA,4,4,5,4,4,5,5,5,Pública
4401,5,5,5,5,5,5,5,5,5,5,5,5,5,Pública
4402,5,1,5,3,5,6,4,6,4,5,5,4,6,Pública
4403,2,2,3,1,2,5,5,5,2,5,5,5,4,Pública
4404,4,5,5,NA,3,5,3,4,2,3,4,3,4,Pública
4405,1,1,2,1,1,1,3,3,1,4,5,3,2,Pública
4407,4,6,6,6,6,6,6,6,4,6,6,6,6,Pública
4408,5,NA,5,4,4,5,4,5,3,5,4,5,4,Pública
4409,3,3,4,3,4,4,4,4,2,4,4,5,4,Pública
4410,6,6,6,5,NA,6,4,5,1,6,6,6,6,Pública
4411,3,3,5,2,3,4,4,5,3,6,5,5,4,Pública
4412,6,6,6,2,6,6,6,6,6,6,6,6,6,Pública
4413,3,3,4,4,4,5,4,5,2,5,4,4,5,Pública
4415,5,5,5,5,5,5,5,5,4,5,5,5,5,Pública
4416,5,2,2,3,3,2,5,4,4,6,6,6,4,Pública
4417,NA,NA,4,2,2,NA,3,4,2,4,4,5,4,Pública
4418,3,5,4,4,3,5,4,5,2,5,5,5,5,Pública
4419,2,NA,3,2,3,6,4,3,2,5,3,3,2,Pública
4420,6,1,6,3,2,6,5,6,4,6,6,6,6,Pública
4421,NA,NA,4,2,NA,6,6,1,1,5,6,2,3,Pública
4422,4,4,5,2,4,6,3,5,2,6,6,6,6,Pública
4423,3,3,3,4,6,6,4,6,1,6,5,6,6,Pública
4424,6,NA,6,4,6,6,6,5,5,6,6,6,6,Pública
4425,4,4,5,6,4,4,4,6,6,6,6,3,6,Pública
4426,4,5,5,3,4,6,4,6,6,5,5,5,6,Pública
4427,5,NA,NA,5,4,6,6,6,6,6,6,6,5,Pública
4428,6,5,5,5,4,6,5,5,5,5,5,5,6,Pública
4429,4,5,NA,4,2,5,5,5,4,4,5,5,4,Pública
4430,5,6,4,4,6,6,6,6,6,6,5,6,6,Pública
4431,5,5,4,5,4,5,3,4,4,5,6,6,6,Pública
4432,5,5,5,5,5,5,5,5,5,6,5,5,4,Pública
4434,5,4,5,5,5,6,5,5,5,6,5,5,6,Pública
4435,6,4,4,1,6,6,6,6,4,6,6,6,5,Pública
4436,5,4,5,3,5,4,2,3,5,4,2,3,3,Pública
4437,3,5,5,2,4,6,4,5,5,6,6,6,5,Pública
4438,5,5,5,4,5,6,5,6,5,5,5,5,5,Pública
4439,5,5,5,5,5,5,5,5,5,6,4,6,6,Pública
4440,5,4,6,6,6,6,4,6,5,5,5,5,5,Pública
4441,4,5,5,4,4,5,3,5,6,5,5,4,4,Pública
4442,5,NA,4,5,4,4,4,5,4,5,4,4,4,Pública
4443,4,6,6,5,4,6,3,4,6,5,4,5,6,Pública
4444,4,4,5,4,4,4,5,5,5,6,5,6,5,Pública
4445,4,4,5,3,NA,NA,6,NA,4,3,4,NA,6,Pública
4446,6,6,6,6,5,6,6,6,6,6,6,6,6,Pública
4447,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
4448,6,5,5,6,5,5,5,5,5,5,5,4,4,Pública
4449,4,4,4,2,2,5,2,1,1,3,4,4,4,Pública
4450,5,6,6,5,6,6,5,6,4,6,6,6,6,Pública
4451,5,2,6,6,3,6,4,5,5,6,6,6,6,Pública
4452,1,1,2,4,1,5,2,6,2,4,5,6,6,Pública
4453,3,3,NA,4,4,6,6,6,3,6,6,6,6,Pública
4454,3,4,5,2,2,4,6,4,4,5,4,4,4,Pública
4455,4,5,4,4,4,5,5,5,5,5,5,5,5,Pública
4456,5,5,6,5,4,5,4,5,5,5,5,5,5,Pública
4457,6,5,5,6,1,NA,4,5,5,5,3,5,5,Pública
4458,NA,NA,NA,6,3,NA,2,5,4,1,3,1,1,Pública
4459,5,5,5,4,4,6,4,5,5,6,5,5,4,Pública
4460,5,5,2,4,1,2,2,2,1,6,4,3,3,Pública
4461,5,2,5,4,3,4,5,6,3,6,5,4,5,Pública
4462,5,6,6,4,6,6,5,6,5,6,6,6,6,Pública
4463,5,NA,5,5,3,5,4,6,6,5,3,4,5,Pública
4464,6,3,6,4,3,3,4,5,6,6,4,5,5,Pública
4466,2,4,5,2,6,4,5,5,2,3,6,5,6,Pública
4467,6,6,6,5,NA,6,5,6,5,4,5,6,5,Pública
4468,1,2,NA,3,5,6,5,5,2,5,5,4,5,Pública
4469,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
4470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
4471,5,5,5,6,5,6,5,5,5,6,6,6,6,Pública
4472,6,NA,6,6,5,6,6,5,6,5,6,6,5,Pública
4473,5,NA,6,6,5,6,6,5,6,5,5,6,6,Pública
4474,4,4,5,4,4,5,5,5,5,5,6,5,6,Pública
4475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
4476,6,NA,6,6,NA,6,5,6,6,6,6,6,6,Pública
4477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pública
4478,4,NA,5,4,4,4,4,4,5,5,3,4,5,Pública
4479,2,NA,6,4,5,6,6,6,2,6,6,6,6,Pública
4482,5,3,4,4,3,3,6,5,4,5,5,5,5,Pública
4483,5,4,4,4,4,6,6,6,5,3,6,6,6,Pública
4484,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
4485,4,4,4,4,4,4,4,4,4,4,4,4,4,Pública
4486,4,NA,5,4,3,5,4,6,4,5,5,4,4,Pública
4487,4,3,5,6,3,5,5,6,5,5,5,5,5,Pública
4488,4,1,5,5,1,2,3,3,3,3,2,4,1,Pública
4489,4,5,6,5,5,6,6,6,5,6,6,6,6,Pública
4490,4,4,5,6,4,4,3,5,5,4,5,5,4,Pública
4491,3,4,3,4,4,4,3,3,3,3,3,3,3,Pública
4492,5,5,5,5,5,5,5,4,5,5,5,5,5,Pública
4493,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
4494,5,6,5,5,6,6,5,6,4,6,6,4,4,Pública
4495,6,5,6,6,4,6,5,5,5,6,6,6,5,Pública
4496,4,6,6,6,6,6,6,6,6,6,6,6,6,Pública
4497,4,5,4,4,5,5,4,4,4,5,5,6,5,Pública
4498,1,1,1,1,1,1,1,2,1,1,2,1,1,Pública
4499,NA,NA,4,3,NA,NA,3,5,3,5,4,4,5,Pública
4500,6,NA,6,6,NA,6,5,6,6,6,6,6,6,Pública
4501,2,3,3,5,3,4,4,5,3,5,4,4,5,Pública
4502,6,6,6,5,6,6,6,6,6,6,6,6,6,Pública
4503,1,1,1,1,1,2,2,2,1,6,5,5,3,Pública
4504,5,6,5,5,4,6,5,5,4,5,6,6,6,Pública
4505,5,5,5,5,5,5,6,6,5,6,5,6,4,Pública
4506,3,3,4,3,3,5,5,5,5,4,5,5,5,Pública
4507,5,NA,2,3,1,1,4,4,4,5,5,6,4,Pública
4508,4,1,4,2,1,4,3,4,4,4,5,4,4,Pública
4509,4,1,6,4,5,6,2,6,6,5,4,4,6,Pública
4510,6,NA,6,5,5,5,4,5,5,6,6,4,4,Pública
4511,5,5,5,6,5,6,5,6,6,5,6,6,6,Pública
4512,3,4,5,NA,NA,5,3,6,6,5,5,6,4,Pública
4514,5,1,5,1,1,4,4,NA,6,6,4,5,5,Pública
4515,4,NA,NA,3,3,3,1,4,4,NA,3,4,3,Pública
4516,6,1,6,6,6,6,6,6,6,6,6,6,6,Pública
4517,3,1,3,3,2,4,3,4,3,6,4,5,4,Pública
4518,6,NA,6,6,6,6,5,6,6,6,6,6,6,Pública
4519,6,1,5,4,5,6,3,6,6,6,5,5,5,Pública
4520,3,3,2,2,1,4,3,3,5,5,4,4,4,Pública
4521,5,6,6,5,5,6,5,6,6,6,5,6,5,Pública
4522,4,6,5,4,3,5,5,5,4,6,6,6,5,Pública
4524,3,3,3,4,4,4,3,4,3,5,5,4,4,Pública
4525,5,NA,6,5,2,6,4,6,5,5,4,6,5,Pública
4526,5,3,5,4,3,5,5,5,5,6,5,5,5,Pública
4527,5,4,4,5,4,5,4,5,5,6,5,5,4,Pública
4528,1,1,1,4,1,6,6,3,3,3,6,4,3,Pública
4529,4,4,NA,3,3,4,1,4,4,6,6,5,4,Pública
4530,5,5,4,4,5,5,5,2,5,5,6,6,5,Pública
4531,6,NA,6,4,2,6,4,5,6,6,5,6,6,Pública
4532,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
4533,5,5,5,4,4,6,5,5,6,6,5,5,5,Pública
4534,6,5,6,6,6,6,4,5,6,6,5,6,4,Pública
4535,4,NA,5,2,3,6,2,3,6,4,6,6,3,Pública
4536,4,1,2,4,3,5,4,4,2,NA,5,4,4,Pública
4537,5,NA,6,5,4,6,5,6,5,6,4,5,6,Pública
4538,3,4,2,3,5,4,6,3,5,6,6,6,6,Pública
4539,6,5,6,6,6,6,3,6,6,6,6,6,5,Pública
4540,6,5,6,6,6,6,5,6,6,6,4,5,4,Pública
4541,6,NA,6,6,6,6,6,5,6,6,6,6,6,Pública
4542,6,6,6,6,6,6,5,5,6,6,6,6,5,Pública
4543,6,1,5,6,4,6,3,6,6,6,5,4,6,Pública
4544,6,NA,6,6,6,6,6,6,6,6,6,6,6,Pública
4545,6,1,5,6,4,6,5,5,6,6,6,5,5,Pública
4546,5,NA,5,6,6,6,6,6,6,6,6,6,6,Pública
4547,4,2,4,5,NA,3,3,4,6,4,4,4,3,Pública
4548,5,4,5,5,4,4,5,3,4,5,4,3,3,Pública
4549,6,4,5,6,6,6,5,5,6,6,4,6,6,Pública
4550,6,6,4,6,6,6,3,4,5,5,6,5,6,Pública
4551,6,NA,5,5,6,6,5,5,4,5,5,6,5,Pública
4552,6,NA,6,5,6,6,5,6,6,6,6,6,6,Pública
4553,5,NA,5,6,3,5,4,6,5,5,5,6,6,Pública
4554,6,5,6,6,6,6,6,6,6,6,6,6,6,Pública
4555,6,5,6,5,5,6,5,6,6,6,5,6,5,Pública
4556,6,NA,5,6,5,5,4,6,6,5,6,6,6,Pública
4557,4,NA,6,6,6,NA,4,6,6,6,4,4,5,Pública
4558,5,1,6,6,6,6,5,5,NA,4,5,5,4,Pública
4559,6,6,5,6,6,6,5,6,6,6,4,6,6,Pública
4560,5,NA,5,6,5,6,3,5,6,6,2,5,5,Pública
4561,6,1,2,6,5,4,1,3,6,4,4,NA,1,Pública
4562,6,NA,6,6,5,6,4,5,6,6,4,5,4,Pública
4563,1,NA,1,1,NA,NA,1,3,1,1,1,3,1,Pública
4564,4,5,5,6,6,6,5,6,5,6,6,6,5,Pública
4565,6,1,6,5,5,4,4,5,5,6,4,5,5,Pública
4566,6,5,6,6,6,6,5,5,6,6,6,6,6,Pública
4567,5,2,4,5,5,5,3,5,5,5,3,3,4,Pública
4568,5,NA,6,5,5,6,5,5,5,5,6,4,6,Pública
4569,6,NA,4,4,6,5,3,4,5,4,3,6,3,Pública
4570,6,5,5,6,6,6,6,6,6,6,6,6,6,Pública
4571,6,NA,5,5,5,6,5,5,5,6,5,5,5,Pública
4572,6,2,6,6,NA,3,6,6,6,5,6,5,5,Pública
4573,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
4574,6,3,5,6,5,5,3,5,6,6,6,6,5,Pública
4575,5,4,4,5,4,5,4,5,5,6,2,5,3,Pública
4576,6,NA,6,6,6,6,6,6,6,6,6,6,6,Pública
4579,6,4,5,6,6,5,3,6,6,5,3,6,4,Pública
4580,5,5,5,5,5,5,4,5,5,5,6,5,4,Pública
4582,6,2,5,6,6,6,3,4,6,6,3,3,6,Pública
4583,5,5,5,6,6,4,5,5,6,5,3,5,6,Pública
4584,6,5,5,4,5,6,5,5,6,6,5,6,5,Pública
4585,6,NA,6,6,6,6,1,4,6,5,5,4,5,Pública
4586,5,1,NA,6,4,4,3,5,6,6,4,6,4,Pública
4587,4,5,6,6,6,5,5,3,6,6,4,6,6,Pública
4588,6,4,5,5,5,6,5,5,6,6,5,5,5,Pública
4589,5,NA,6,6,6,6,5,6,6,6,6,5,6,Pública
4590,6,NA,6,6,6,6,6,6,6,6,6,6,6,Pública
4592,6,NA,6,6,6,6,5,6,6,6,6,5,6,Pública
4593,6,5,6,6,4,6,5,5,6,6,6,5,5,Pública
4594,6,5,6,6,6,6,6,6,6,6,6,6,6,Pública
4595,6,5,6,6,6,6,4,4,6,6,6,5,6,Pública
4596,5,NA,5,6,4,5,5,5,6,5,5,5,4,Pública
4597,5,NA,5,5,5,4,4,4,4,4,5,4,5,Pública
4598,1,1,1,5,2,2,3,3,1,5,2,2,3,Pública
4600,4,NA,5,6,5,5,3,5,6,4,4,4,3,Pública
4601,5,4,5,6,5,5,3,5,6,5,6,4,4,Pública
4602,6,6,6,6,6,6,5,6,6,6,6,6,6,Pública
4603,5,NA,5,6,5,5,4,5,6,6,6,5,5,Pública
4604,5,5,4,6,4,5,6,5,6,2,5,6,5,Pública
4605,5,6,6,6,4,5,5,5,6,5,5,5,5,Pública
4606,6,5,5,5,5,6,5,5,5,6,5,5,6,Pública
4607,5,4,5,6,5,5,5,5,5,5,5,5,5,Pública
4608,6,NA,6,6,5,5,5,5,5,5,4,5,6,Pública
4609,4,NA,6,6,NA,NA,6,6,6,6,6,5,6,Pública
4610,6,NA,6,6,6,6,6,6,6,6,6,6,6,Pública
4611,4,NA,4,3,4,4,3,4,4,4,2,4,3,Pública
4612,6,6,5,6,6,6,6,6,3,6,6,6,6,Pública
4613,6,4,6,6,5,6,3,5,6,6,6,5,5,Pública
4614,6,6,6,4,5,6,5,6,6,6,6,6,4,Pública
4615,3,4,3,4,4,3,4,4,3,6,4,5,4,Pública
4616,4,3,5,5,4,4,3,5,5,4,6,5,4,Pública
4617,5,5,5,5,5,5,5,5,5,6,5,6,5,Pública
4618,5,NA,5,3,3,4,6,5,6,6,6,6,6,Pública
4619,5,1,5,6,6,6,3,6,6,6,6,6,6,Pública
4620,6,6,6,6,6,6,4,1,6,4,5,NA,4,Pública
4621,6,NA,6,6,6,6,6,5,6,6,5,6,6,Pública
4622,4,5,4,6,6,4,5,4,4,6,6,4,5,Pública
4623,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
4624,5,NA,5,5,6,6,3,5,6,6,5,5,5,Pública
4625,6,2,6,5,6,5,5,4,6,6,4,5,5,Pública
4626,6,NA,3,6,6,6,5,6,6,6,6,6,6,Pública
4627,4,4,5,4,4,3,2,2,6,5,6,5,5,Pública
4628,5,5,5,6,6,6,5,5,6,6,6,6,6,Pública
4629,5,1,4,6,4,3,5,5,6,5,3,5,5,Pública
4630,6,4,6,6,5,3,4,4,6,5,6,4,5,Pública
4631,5,5,3,5,6,6,5,4,5,4,3,4,5,Pública
4632,3,1,6,5,4,3,6,3,6,4,4,3,5,Pública
4633,6,5,6,6,6,6,6,6,6,6,6,6,6,Pública
4634,6,NA,6,6,6,6,5,6,6,6,6,6,6,Pública
4635,6,5,6,3,6,5,5,6,4,6,6,6,6,Pública
4636,6,6,6,6,5,5,5,5,6,6,5,5,6,Pública
4637,6,1,6,5,6,4,6,5,4,5,6,6,5,Pública
4638,6,2,6,6,6,6,5,6,6,6,6,6,6,Pública
4639,5,NA,4,6,6,6,5,6,6,5,6,6,5,Pública
4641,6,6,4,6,6,6,5,6,6,5,6,5,6,Pública
4642,5,3,6,5,5,5,5,5,6,4,6,5,5,Pública
4643,6,NA,6,6,6,6,6,6,5,6,6,6,6,Pública
4644,6,1,6,6,6,6,6,6,6,6,5,6,6,Pública
4645,6,4,5,6,5,5,5,5,5,4,5,5,5,Pública
4646,6,5,6,6,6,6,6,6,6,6,6,6,6,Pública
4647,3,NA,4,4,4,5,3,5,3,3,4,4,6,Pública
4648,6,6,6,6,6,6,6,6,6,1,6,6,1,Pública
4649,4,NA,6,5,5,4,4,5,6,4,5,5,5,Pública
4650,6,NA,6,5,6,6,5,5,6,6,5,5,5,Pública
4651,6,6,6,5,6,6,6,6,6,5,5,5,5,Pública
4652,4,5,5,4,4,4,5,4,5,6,4,6,4,Pública
4653,5,2,4,1,2,2,4,6,5,1,2,5,3,Pública
4654,6,6,6,2,6,6,4,5,4,5,5,5,4,Pública
4655,6,6,6,4,5,6,6,5,5,6,6,4,6,Pública
4656,3,3,4,3,3,3,4,2,5,4,4,3,3,Pública
4657,5,NA,5,2,4,3,5,5,4,4,4,5,5,Pública
4658,6,5,5,3,6,6,5,5,6,6,6,4,6,Pública
4659,6,5,6,6,5,5,5,5,6,5,5,6,6,Pública
4660,6,6,5,4,5,NA,4,6,5,4,6,4,6,Pública
4661,6,5,6,6,6,6,5,6,6,5,5,5,5,Pública
4663,5,NA,6,6,NA,NA,6,5,6,6,4,5,5,Pública
4664,6,6,6,5,6,6,5,6,6,6,6,6,6,Pública
4665,4,NA,5,3,4,4,5,5,6,5,5,4,6,Pública
4666,6,1,6,4,6,6,6,6,6,6,6,6,6,Pública
4667,6,6,6,6,6,5,5,5,6,4,4,6,5,Pública
4668,5,4,3,3,5,4,5,4,5,5,5,6,5,Pública
4669,5,5,5,3,6,6,5,5,6,4,6,6,5,Pública
4670,6,NA,6,5,6,6,5,NA,5,5,5,6,6,Pública
4671,4,6,5,3,6,6,5,6,6,2,3,3,4,Pública
4672,4,NA,5,3,4,4,4,4,5,5,5,5,4,Pública
4673,5,3,6,4,6,6,4,5,6,4,4,4,5,Pública
4674,6,6,4,3,6,6,6,6,6,6,6,6,6,Pública
4675,6,NA,6,5,6,5,5,4,5,5,5,5,3,Pública
4677,6,6,6,6,6,6,6,6,6,6,6,6,6,Pública
4678,3,4,6,1,6,6,4,5,4,5,5,6,6,Pública
4679,5,NA,6,4,4,NA,5,2,6,5,4,4,2,Pública
4680,6,6,6,6,6,6,5,5,6,6,5,5,4,Pública
4681,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,6,Pública
4682,5,NA,1,2,6,NA,1,1,6,4,1,1,3,Pública
4683,5,5,6,4,4,NA,6,5,6,6,5,5,5,Pública
4684,6,NA,6,2,4,6,4,5,6,5,5,5,6,Pública
4685,6,6,5,6,6,5,4,4,5,6,4,4,6,Pública
4686,3,3,1,4,6,6,1,4,4,3,4,1,1,Pública
4687,5,4,5,3,5,4,4,4,5,3,4,4,4,Pública
4688,6,6,6,4,4,4,3,4,6,6,5,5,4,Pública
4689,5,5,5,4,5,5,5,5,6,3,6,5,4,Pública
