id,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,CO_RS_I9,Categoria
4369,50.7,48.1,37.5,64,77,65,80,51,75,45,51.5,.,Pública
4370,84,74.8,75,74.5,74,70,75,75,75,75,87,D,Pública
4371,61.4,37.5,62.5,0,0,0,0,0,0,0,69.3,E,Pública
4372,61.9,53.9,62.5,41,82,90,80,0,0,0,64.5,E,Pública
4373,41.7,33.9,37.5,28.5,57,65,55,0,0,0,44.3,.,Pública
4374,40.8,48.1,37.5,64,59,75,55,69,65,70,38.3,.,Pública
4375,54.6,42.9,37.5,51,48,40,50,54,70,50,58.5,C,Pública
4377,62.2,49.3,62.5,29.5,59,75,55,0,0,0,66.5,E,Pública
4378,39.7,43.4,25,71,71,75,70,71,75,70,38.5,E,Pública
4379,55.6,78.4,75,83.5,95,75,100,72,60,75,48,D,Pública
4380,13.3,2.2,0,5.5,11,55,0,0,65,0,17,B,Pública
4381,26.5,41.6,50,29,58,50,60,0,25,0,21.5,D,Pública
4382,41.2,42.3,12.5,87,79,75,80,95,75,100,40.8,D,Pública
4383,32.7,51.6,50,54,55,75,50,53,65,50,26.4,B,Pública
4384,24.1,24.5,12.5,42.5,72,80,70,13,65,0,24,B,Pública
4385,25.2,60,100,0,0,0,0,0,0,0,13.6,A,Pública
4386,62.5,42.6,25,69,72,60,75,66,50,70,69.1,D,Pública
4387,29,50.3,37.5,69.5,73,65,75,66,50,70,21.9,B,Pública
4388,45.7,76,75,77.5,86,70,90,69,65,70,35.6,D,Pública
4389,59.6,45.4,50,38.5,0,0,0,77,85,75,64.3,C,Pública
4390,29.9,14.5,12.5,17.5,22,50,15,13,65,0,35,C,Pública
4391,48.3,74.2,75,73,79,75,80,67,55,70,39.7,C,Pública
4392,65.4,72.8,75,69.5,70,90,65,69,65,70,62.9,D,Pública
4393,44.3,53.1,62.5,39,49,45,50,29,65,20,41.4,E,Pública
4394,31.2,27,25,30,30,50,25,30,50,25,32.6,C,Pública
4395,77.9,79,75,85,77,65,80,93,65,100,77.5,C,Pública
4396,39.2,15,25,0,0,0,0,0,0,0,47.3,D,Pública
4397,29.9,33,25,45,42,50,40,48,60,45,28.8,D,Pública
4398,63.6,70.7,62.5,83,71,75,70,95,75,100,61.2,D,Pública
4399,24.2,38.1,12.5,76.5,82,50,90,71,75,70,19.6,D,Pública
4400,40.1,7.5,12.5,0,0,0,0,0,0,0,51,C,Pública
4401,65.6,75.6,75,76.5,60,80,55,93,65,100,62.2,D,Pública
4402,36.9,35.2,50,13,26,30,25,0,0,0,37.4,D,Pública
4403,28.4,15,25,0,0,0,0,0,0,0,32.9,E,Pública
4404,27.9,36.7,12.5,73,72,60,75,74,90,70,24.9,E,Pública
4405,22.7,22.1,12.5,36.5,73,65,75,0,0,0,22.9,C,Pública
4407,41.5,48.7,37.5,65.5,75,75,75,56,80,50,39.1,D,Pública
4408,60.3,59.8,75,37,59,75,55,15,75,0,60.5,E,Pública
4409,52.2,58.3,62.5,52,33,65,25,71,75,70,50.2,C,Pública
4410,34.6,32,50,5,10,50,0,0,0,0,35.5,C,Pública
4411,57.7,77.6,75,81.5,92,60,100,71,75,70,51,D,Pública
4412,26.7,15,25,0,0,0,0,0,0,0,30.6,C,Pública
4413,45.4,58.8,50,72,71,75,70,73,65,75,40.9,D,Pública
4415,29.3,36.7,37.5,35.5,25,65,15,46,50,45,26.8,D,Pública
4416,36,61,50,77.5,81,85,80,74,70,75,27.7,C,Pública
4417,36.7,37.1,37.5,36.5,23,55,15,50,50,50,36.5,B,Pública
4418,29.9,30,25,37.5,75,55,80,0,0,0,29.9,D,Pública
4419,24.2,15,25,0,0,0,0,0,0,0,27.2,D,Pública
4420,79,65.9,62.5,71,71,75,70,71,55,75,83.3,C,Pública
4421,40.6,39.5,12.5,80,69,65,70,91,55,100,40.9,D,Pública
4422,52.8,63.4,50,83.5,92,60,100,75,75,75,49.2,C,Pública
4423,36.6,35.2,50,13,26,70,15,0,0,0,37,D,Pública
4424,49.1,54.2,75,23,0,0,0,46,50,45,47.4,D,Pública
4425,49.1,68.3,62.5,77,84,60,90,70,50,75,42.7,D,Pública
4426,32.4,52.6,50,56.5,47,75,40,66,50,70,25.7,D,Pública
4427,36.2,28.7,37.5,15.5,31,55,25,0,0,0,38.7,E,Pública
4428,37.6,57.6,50,69,66,70,65,72,60,75,30.9,C,Pública
4429,28.8,22.5,37.5,0,0,0,0,0,0,0,30.9,D,Pública
4430,48.1,52.3,37.5,74.5,78,70,80,71,75,70,46.7,C,Pública
4431,47.5,79.5,87.5,67.5,63,55,65,72,80,70,36.8,E,Pública
4432,44.4,50,50,50,44,60,40,56,80,50,42.5,C,Pública
4434,27.8,45.1,37.5,56.5,66,70,65,47,55,45,22,D,Pública
4435,44.8,62.3,62.5,62,73,65,75,51,75,45,38.9,C,Pública
4436,48.2,51.2,50,53,59,75,55,47,55,45,47.2,C,Pública
4437,53.3,75.2,75,75.5,79,75,80,72,80,70,46,C,Pública
4438,32.6,37.5,62.5,0,0,0,0,0,0,0,30.9,B,Pública
4439,44.9,65.9,62.5,71,73,65,75,69,65,70,37.9,D,Pública
4440,37.7,54.2,50,60.5,70,70,70,51,75,45,32.2,D,Pública
4441,41.2,26,0,65,81,85,80,49,65,45,46.2,C,Pública
4442,43.4,42.8,25,69.5,68,80,65,71,55,75,43.6,.,Pública
4443,54.1,37.1,12.5,74,77,65,80,71,75,70,59.7,B,Pública
4444,54.9,54.5,62.5,42.5,51,75,45,34,70,25,55,D,Pública
4445,50.5,53.6,50,59,67,75,65,51,75,45,49.4,C,Pública
4446,26.9,30,50,0,0,0,0,0,0,0,25.8,D,Pública
4447,33.6,44.8,25,74.5,79,75,80,70,50,75,29.8,D,Pública
4448,44.3,47.9,37.5,63.5,56,80,50,71,75,70,43.1,C,Pública
4449,45.2,49.9,37.5,68.5,62,70,60,75,75,75,43.6,C,Pública
4450,30.5,57.7,62.5,50.5,54,50,55,47,55,45,21.4,C,Pública
4451,54.2,58.9,37.5,91,87,75,90,95,75,100,52.6,D,Pública
4452,48.6,41.8,25,67,64,60,65,70,50,75,50.9,D,Pública
4453,61.5,69.1,62.5,79,82,90,80,76,80,75,59,D,Pública
4454,46.9,61.1,62.5,59,45,65,40,73,65,75,42.1,B,Pública
4455,40.2,51.1,62.5,34,33,65,25,35,75,25,36.6,D,Pública
4456,63.8,45,75,0,0,0,0,0,0,0,70.1,C,Pública
4457,62.6,69.3,62.5,79.5,69,65,70,90,50,100,60.4,D,Pública
4458,54.5,60.8,75,39.5,79,75,80,0,0,0,52.4,D,Pública
4459,46.2,46.3,37.5,59.5,66,50,70,53,65,50,46.1,B,Pública
4460,46.7,53.5,62.5,40,80,80,80,0,0,0,44.4,D,Pública
4461,38.5,51.7,37.5,73,80,80,80,66,50,70,34.1,D,Pública
4462,45.6,38.2,25,58,66,50,70,50,50,50,48,E,Pública
4463,60.3,63.1,62.5,64,82,90,80,46,50,45,59.3,D,Pública
4464,71.7,92.6,100,81.5,68,80,65,95,75,100,64.7,D,Pública
4466,33.4,55.7,62.5,45.5,54,70,50,37,85,25,25.9,C,Pública
4467,32.5,44,25,72.5,73,65,75,72,80,70,28.7,B,Pública
4468,33.5,38.6,50,21.5,43,55,40,0,0,0,31.8,C,Pública
4469,34.7,46.5,62.5,22.5,0,0,0,45,45,45,30.8,C,Pública
4470,21.3,30,50,0,0,0,0,0,0,0,18.4,D,Pública
4471,22.9,20.4,0,51,54,50,55,48,60,45,23.7,C,Pública
4472,49.5,50.7,37.5,70.5,70,50,75,71,55,75,49.1,C,Pública
4473,41,37.2,25,55.5,80,80,80,31,55,25,42.2,B,Pública
4474,19.7,29.1,12.5,54,62,70,60,46,50,45,16.6,D,Pública
4475,42.2,48.6,50,46.5,25,65,15,68,60,70,40,E,Pública
4476,18.7,26.6,25,29,27,35,25,31,75,20,16,A,Pública
4477,22.7,30.3,37.5,19.5,33,45,30,6,30,0,20.1,B,Pública
4478,25.9,32.3,37.5,24.5,22,50,15,27,55,20,23.8,C,Pública
4479,31.6,22.5,37.5,0,0,0,0,0,0,0,34.6,B,Pública
4482,24.1,7.5,12.5,0,0,0,0,0,0,0,29.6,E,Pública
4483,60,84.3,87.5,79.5,68,60,70,91,55,100,51.9,D,Pública
4484,32.1,56.5,37.5,85,75,55,80,95,75,100,24,B,Pública
4485,34.5,42.7,37.5,50.5,35,75,25,66,50,70,31.8,B,Pública
4486,29.2,39,50,22.5,45,65,40,0,0,0,25.9,D,Pública
4487,34.5,39.4,25,61,67,55,70,55,75,50,32.8,C,Pública
4488,21.3,30,50,0,0,0,0,0,0,0,18.4,C,Pública
4489,32.1,48.1,37.5,64,34,50,30,94,70,100,26.7,C,Pública
4490,53.5,67.1,62.5,74,95,75,100,53,85,45,48.9,E,Pública
4491,34.1,39.4,25,61,54,50,55,68,60,70,32.3,C,Pública
4492,24.4,27.6,25,31.5,50,50,50,13,65,0,23.3,C,Pública
4493,39.2,42.6,50,31.5,34,70,25,29,45,25,38.1,D,Pública
4494,39.7,40.8,25,64.5,78,70,80,51,75,45,39.3,C,Pública
4495,30.5,51.9,37.5,73.5,77,65,80,70,50,75,23.4,C,Pública
4496,29.1,39.1,37.5,41.5,72,60,75,11,55,0,25.7,C,Pública
4497,43.9,46.5,37.5,60,71,55,75,49,65,45,43,C,Pública
4498,31.8,42.7,37.5,50.5,70,50,75,31,55,25,28.2,C,Pública
4499,28.6,20.6,0,51.5,33,65,25,70,50,75,31.2,C,Pública
4500,56.1,76.1,87.5,59,66,70,65,52,80,45,49.4,E,Pública
4501,45.6,44.2,50,35.5,71,75,70,0,0,0,46,D,Pública
4502,49.8,44.5,12.5,92.5,87,75,90,98,90,100,51.5,D,Pública
4503,36.9,42.4,25,68.5,62,50,65,75,75,75,35,E,Pública
4504,49.4,37.9,37.5,38.5,77,65,80,0,0,0,53.2,E,Pública
4505,38.8,62.1,62.5,61.5,30,30,30,93,65,100,31,E,Pública
4506,70.4,59.1,62.5,54,60,60,60,48,60,45,74.2,.,Pública
4507,40.6,59.2,50,73,53,65,50,93,65,100,34.4,D,Pública
4508,53.9,37.9,37.5,38.5,77,65,80,0,0,0,59.2,D,Pública
4509,39.9,66.5,62.5,72.5,50,70,45,95,75,100,31,E,Pública
4510,34.4,24.3,12.5,42,53,65,50,31,75,20,37.8,C,Pública
4511,60.8,68.4,75,58.5,64,60,65,53,65,50,58.2,C,Pública
4512,29.1,35.5,37.5,32.5,65,65,65,0,0,0,27,E,Pública
4514,34.3,56.1,37.5,84,95,75,100,73,65,75,27,E,Pública
4515,46.8,58.9,62.5,53.5,37,85,25,70,50,75,42.7,C,Pública
4516,36,47.4,50,43.5,61,65,60,26,50,20,32.2,C,Pública
4517,32.1,46.8,25,79.5,65,65,65,94,70,100,27.2,D,Pública
4518,28.7,50.1,37.5,69,67,75,65,71,75,70,21.5,D,Pública
4519,39.2,55.2,50,63,51,55,50,75,75,75,33.9,D,Pública
4520,54.9,56.8,50,67,64,80,60,70,50,75,54.2,B,Pública
4521,35.4,51.1,37.5,71.5,87,75,90,56,80,50,30.2,E,Pública
4522,60,62.6,50,81.5,63,75,60,100,100,100,59.1,D,Pública
4524,54,44.2,50,35.5,22,50,15,49,65,45,57.2,D,Pública
4525,54.4,55.4,50,63.5,60,80,55,67,55,70,54.1,C,Pública
4526,20,30.2,25,38,26,30,25,50,50,50,16.6,B,Pública
4527,45.2,66.9,62.5,73.5,78,70,80,69,65,70,37.9,C,Pública
4528,42.8,48.7,37.5,65.5,65,65,65,66,30,75,40.8,C,Pública
4529,47,60.4,50,76,57,65,55,95,75,100,42.5,E,Pública
4530,38.2,51.1,37.5,71.5,72,60,75,71,75,70,33.9,D,Pública
4531,46.5,46.5,37.5,60,45,65,40,75,75,75,46.5,D,Pública
4532,65,73.5,87.5,52.5,76,80,75,29,65,20,62.1,C,Pública
4533,38.3,48,50,45,37,65,30,53,65,50,35,C,Pública
4534,40.6,54.6,50,61.5,70,70,70,53,65,50,35.9,C,Pública
4535,32.1,51.1,37.5,71.5,72,60,75,71,75,70,25.8,D,Pública
4536,34.3,26.3,12.5,47,46,50,45,48,40,50,36.9,E,Pública
4537,53.3,59.1,62.5,54,57,65,55,51,55,50,51.3,D,Pública
4538,31.7,60.9,62.5,58.5,70,50,75,47,35,50,22,D,Pública
4539,49.8,67.7,62.5,75.5,75,55,80,76,80,75,43.8,D,Pública
4540,35.6,57.8,50,69.5,68,60,70,71,75,70,28.2,D,Pública
4541,69.5,61.4,50,78.5,67,55,70,90,50,100,72.2,C,Pública
4542,51.1,58.2,50,70.5,68,80,65,73,65,75,48.7,B,Pública
4543,46.8,55.9,62.5,46,65,85,60,27,55,20,43.7,D,Pública
4544,35.5,37.4,25,56,91,55,100,21,25,20,34.8,D,Pública
4545,42.8,57.7,62.5,50.5,52,60,50,49,65,45,37.8,D,Pública
4546,33.4,42.9,37.5,51,69,65,70,33,65,25,30.2,D,Pública
4547,35.6,37.5,62.5,0,0,0,0,0,0,0,35,C,Pública
4548,55.7,54.2,50,60.5,69,65,70,52,80,45,56.2,C,Pública
4549,54.3,50.2,50,50.5,66,90,60,35,75,25,55.6,B,Pública
4550,66.3,68.5,62.5,77.5,85,65,90,70,50,75,65.6,B,Pública
4551,37.4,48.9,37.5,66,63,75,60,69,65,70,33.5,D,Pública
4552,59.1,71,75,65,64,60,65,66,50,70,55.1,D,Pública
4553,37.6,45.3,37.5,57,67,75,65,47,55,45,35,C,Pública
4554,40.5,65.8,50,89.5,87,75,90,92,60,100,32,D,Pública
4555,55.6,56.4,50,66,79,75,80,53,65,50,55.3,C,Pública
4556,54.8,71.7,62.5,85.5,77,65,80,94,70,100,49.2,D,Pública
4557,50.1,62.5,62.5,62.5,58,50,60,67,55,70,46,B,Pública
4558,42.9,55,50,62.5,49,45,50,76,80,75,38.9,B,Pública
4559,44.6,58.8,50,72,94,70,100,50,70,45,39.8,E,Pública
4560,39.7,27.5,12.5,50,56,60,55,44,40,45,43.8,C,Pública
4561,38.7,52.9,37.5,76,82,50,90,70,70,70,34,C,Pública
4562,47.4,64.3,62.5,67,63,55,65,71,75,70,41.8,C,Pública
4563,32.2,58.4,50,71,70,50,75,72,60,75,23.5,C,Pública
4564,51.3,69.5,62.5,80,94,70,100,66,30,75,45.2,C,Pública
4565,66,73.3,87.5,52,53,65,50,51,75,45,63.6,E,Pública
4566,46.7,52.5,37.5,75,78,70,80,72,80,70,44.8,C,Pública
4567,56.8,55.6,50,64,60,80,55,68,60,70,57.2,D,Pública
4568,53.5,42.4,25,68.5,82,90,80,55,75,50,57.2,E,Pública
4569,41.9,45,50,37.5,0,0,0,75,75,75,40.9,E,Pública
4570,52.2,39.8,25,62,69,65,70,55,75,50,56.3,C,Pública
4571,69,43.3,37.5,52,69,85,65,35,75,25,77.5,C,Pública
4572,34.1,43.2,50,33,61,65,60,5,25,0,31,B,Pública
4573,48.4,50.4,50,51,54,50,55,48,60,45,47.7,D,Pública
4574,39.7,56.8,50,67,59,55,60,75,75,75,34,E,Pública
4575,35.4,49.6,50,49,45,65,40,53,65,50,30.7,D,Pública
4576,46.1,53,50,57.5,68,60,70,47,55,45,43.8,C,Pública
4579,38.5,52.1,37.5,74,79,75,80,69,65,70,34,E,Pública
4580,49.4,48.9,37.5,66,62,70,60,70,50,75,49.5,D,Pública
4582,30.7,32.6,25,44,60,60,60,28,60,20,30,D,Pública
4583,43.4,46.1,37.5,59,72,60,75,46,50,45,42.5,C,Pública
4584,39.7,44.9,37.5,56,44,60,40,68,60,70,37.9,D,Pública
4585,39.6,50.5,37.5,70,70,70,70,70,50,75,36,D,Pública
4586,59.4,64.2,50,85.5,78,70,80,93,65,100,57.8,E,Pública
4587,42.3,57,50,67.5,43,55,40,92,60,100,37.4,D,Pública
4588,43,70,75,62.5,74,70,75,51,75,45,34,C,Pública
4589,50.8,50,50,50,47,75,40,53,65,50,51,C,Pública
4590,33.5,49.5,37.5,67.5,63,55,65,72,60,75,28.2,D,Pública
4592,33.6,60.8,50,77,81,85,80,73,65,75,24.5,B,Pública
4593,60.3,53.5,37.5,77.5,64,60,65,91,55,100,62.6,D,Pública
4594,51,64.9,62.5,68.5,60,80,55,77,85,75,46.3,.,Pública
4595,36.3,28.3,37.5,14.5,0,70,0,29,65,20,38.9,C,Pública
4596,43.9,61.8,50,79.5,86,70,90,73,65,75,37.9,C,Pública
4597,23.8,29.4,0,73.5,77,65,80,70,70,70,21.9,B,Pública
4598,46,47.3,37.5,62,55,75,50,69,65,70,45.6,D,Pública
4600,18.4,13.9,12.5,16,32,60,25,0,65,0,19.9,D,Pública
4601,39.4,58.1,62.5,51.5,35,55,30,68,60,70,33.2,E,Pública
4602,56.9,70.4,75,63.5,76,60,80,51,75,45,52.4,D,Pública
4603,29.3,22.5,37.5,0,0,0,0,0,0,0,31.6,B,Pública
4604,61.3,64.4,50,86,75,75,75,97,85,100,60.3,E,Pública
4605,32.9,41,25,65,55,75,50,75,75,75,30.2,D,Pública
4606,36.4,38,25,57.5,70,70,70,45,45,45,35.8,C,Pública
4607,53.4,32.8,25,44.5,58,50,60,31,55,25,60.3,D,Pública
4608,35.3,37.5,62.5,0,0,0,0,0,0,0,34.6,E,Pública
4609,23.9,37.7,37.5,38,76,80,75,0,0,0,19.3,C,Pública
4610,32.3,36.6,25,54,35,55,30,73,65,75,30.9,C,Pública
4611,40.4,57.2,50,68,85,65,90,51,55,50,34.8,D,Pública
4612,43.8,62.8,50,82,88,80,90,76,80,75,37.5,A,Pública
4613,33.7,62.3,62.5,62,71,35,80,53,65,50,24.2,B,Pública
4614,34,66.2,75,53,51,55,50,55,75,50,23.2,C,Pública
4615,32.2,47.8,50,44.5,42,50,40,47,55,45,27,D,Pública
4616,37.1,64.5,62.5,67.5,44,60,40,91,55,100,28,C,Pública
4617,33.3,40.5,12.5,82.5,92,60,100,73,65,75,30.9,B,Pública
4618,49.4,60.9,62.5,58.5,69,65,70,48,60,45,45.5,D,Pública
4619,28.1,42.8,25,69.5,67,55,70,72,60,75,23.2,D,Pública
4620,39.8,73.8,75,72,67,75,65,77,85,75,28.5,E,Pública
4621,42.5,62.8,50,82,67,75,65,97,85,100,35.7,C,Pública
4622,42.8,49.2,25,85.5,76,60,80,95,75,100,40.7,C,Pública
4623,45.7,62.9,62.5,63.5,58,50,60,69,45,75,40,D,Pública
4624,43.9,63.2,50,83,78,70,80,88,40,100,37.5,E,Pública
4625,29.7,36.3,12.5,72,77,65,80,67,55,70,27.5,B,Pública
4626,38.8,50.6,50,51.5,37,25,40,66,50,70,34.8,D,Pública
4627,32.1,47.3,37.5,62,75,75,75,49,65,45,27,D,Pública
4628,32.3,45,50,37.5,62,70,60,13,65,0,28,D,Pública
4629,25.9,22.5,37.5,0,0,0,0,0,0,0,27,C,Pública
4630,37.3,59.1,37.5,91.5,87,75,90,96,80,100,30,C,Pública
4631,35.5,37.5,62.5,0,0,0,0,0,0,0,34.8,D,Pública
4632,29.9,22.5,37.5,0,0,0,0,0,0,0,32.4,D,Pública
4633,43.1,52.6,50,56.5,58,70,55,55,75,50,39.9,C,Pública
4634,48.2,66.9,62.5,73.5,79,75,80,68,40,75,42,E,Pública
4635,47.5,77.6,75,81.5,68,80,65,95,75,100,37.5,C,Pública
4636,36.1,67.9,62.5,76,62,50,65,90,50,100,25.5,C,Pública
4637,38.1,54.8,75,24.5,49,65,45,0,0,0,32.5,D,Pública
4638,46.4,57.1,62.5,49,45,65,40,53,65,50,42.8,C,Pública
4639,37.2,52,50,55,64,60,65,46,50,45,32.3,D,Pública
4641,29.5,58.7,62.5,53,53,65,50,53,65,50,19.7,.,Pública
4642,32.4,59.9,62.5,56,46,70,40,66,50,70,23.2,D,Pública
4643,32.8,46.7,37.5,60.5,57,45,60,64,40,70,28.2,D,Pública
4644,35.6,57.7,62.5,50.5,33,65,25,68,60,70,28.2,E,Pública
4645,40.9,63.2,75,45.5,19,35,15,72,80,70,33.5,D,Pública
4646,25.9,43.5,37.5,52.5,55,75,50,50,70,45,20,D,Pública
4647,39.7,47.9,37.5,63.5,53,65,50,74,70,75,37,D,Pública
4648,41.5,26.3,12.5,47,27,75,15,67,55,70,46.5,D,Pública
4649,43.2,58.8,50,72,69,85,65,75,75,75,38,D,Pública
4650,38.9,51.3,62.5,34.5,0,0,0,69,65,70,34.8,E,Pública
4651,47.8,64.1,62.5,66.5,57,65,55,76,80,75,42.3,D,Pública
4652,65.7,94,100,85,79,75,80,91,55,100,56.2,D,Pública
4653,37.8,81.6,75,91.5,90,50,100,93,65,100,23.2,B,Pública
4654,63.7,40.9,62.5,8.5,17,25,15,0,0,0,71.3,E,Pública
4655,47.3,80.1,87.5,69,67,75,65,71,75,70,36.3,D,Pública
4656,28.8,57.2,75,30.5,61,65,60,0,0,0,19.3,D,Pública
4657,57.5,98.4,100,96,97,85,100,95,75,100,43.8,C,Pública
4658,38.9,65.5,87.5,32.5,65,65,65,0,0,0,30,C,Pública
4659,46.3,90.8,100,77,54,70,50,100,100,100,31.5,E,Pública
4660,43.7,52.5,87.5,0,0,0,0,0,0,0,40.8,.,Pública
4661,52.8,56.6,75,29,58,50,60,0,0,0,51.5,A,Pública
4663,39.8,63.3,62.5,64.5,83,55,90,46,50,45,31.9,C,Pública
4664,49.4,77.1,87.5,61.5,56,80,50,67,55,70,40.2,D,Pública
4665,43.7,70.2,75,63,78,70,80,48,60,45,34.8,E,Pública
4666,43.3,59.6,50,74,72,60,75,76,80,75,37.9,D,Pública
4667,36,66.4,75,53.5,76,80,75,31,75,20,25.8,E,Pública
4668,49.4,53.6,50,59,45,45,45,73,65,75,48,D,Pública
4669,23.1,30,50,0,0,0,0,0,0,0,20.8,E,Pública
4670,55.6,55.4,75,26,0,0,0,52,80,45,55.7,E,Pública
4671,56.4,85.4,100,63.5,76,80,75,51,75,45,46.7,D,Pública
4672,33.1,74.4,75,73.5,76,60,80,71,75,70,19.3,E,Pública
4673,42.2,45,75,0,0,0,0,0,0,0,41.3,E,Pública
4674,46.8,47.1,62.5,24,48,80,40,0,0,0,46.7,E,Pública
4675,64.6,88.2,100,70.5,73,85,70,68,40,75,56.7,D,Pública
4677,39.7,72.5,62.5,87.5,79,75,80,96,80,100,28.7,D,Pública
4678,46.7,60.3,62.5,57,63,55,65,51,55,50,42.2,E,Pública
4679,43.7,70.2,75,63,75,75,75,51,75,45,34.9,D,Pública
4680,37.2,37.7,37.5,38,46,50,45,30,50,25,37,D,Pública
4681,51.9,85.3,87.5,82,71,55,75,93,65,100,40.7,E,Pública
4682,49.3,81.5,87.5,72.5,72,60,75,73,65,75,38.5,E,Pública
4683,47.3,66.3,62.5,72,73,65,75,71,75,70,40.9,D,Pública
4684,50.3,78.7,87.5,65.5,55,75,50,76,80,75,40.8,D,Pública
4685,38.2,52.5,37.5,75,55,75,50,95,75,100,33.4,D,Pública
4686,17.1,49.3,62.5,29.5,59,75,55,0,0,0,6.3,B,Pública
4687,24.7,56.3,62.5,47,63,75,60,31,75,20,14.1,B,Pública
4688,35.7,46.3,37.5,59.5,71,75,70,48,60,45,32.2,E,Pública
4689,44.2,60.2,50,75.5,78,70,80,73,85,70,38.9,E,Pública
4690,46,53,50,57.5,67,75,65,48,60,45,43.7,D,Pública
4691,53.3,30,50,0,0,0,0,0,0,0,61.1,E,Pública
4692,38.6,52.5,87.5,0,0,0,0,0,0,0,33.9,E,Pública
4693,40.3,46.4,28.6,73,76,60,80,70,50,75,38.2,.,Pública
4694,20.7,40.4,28.6,58,45,65,40,71,55,75,14.1,B,Pública
4696,41,40.2,14.3,79,92,60,100,66,50,70,41.2,D,Pública
4697,53.9,59.1,42.9,83.5,72,60,75,95,75,100,52.1,D,Pública
4698,39.8,43.1,42.9,43.5,23,55,15,64,40,70,38.7,D,Pública
4699,30.9,46.3,42.9,51.5,53,45,55,50,70,45,25.8,D,Pública
4700,65.7,46,28.6,72,50,70,45,94,70,100,72.2,D,Pública
4701,28.4,22.8,14.3,35.5,56,40,60,15,75,0,30.3,D,Pública
4702,42,62.6,71.4,49.5,48,60,45,51,75,45,35.1,C,Pública
4703,41.4,52.4,28.6,88,80,80,80,96,80,100,37.7,B,Pública
4705,27.1,37.4,14.3,72,77,65,80,67,55,70,23.7,A,Pública
4706,39.7,41.8,28.6,61.5,76,60,80,47,55,45,39,C,Pública
4707,54,68.6,71.4,64.5,58,70,55,71,75,70,49.1,C,Pública
4708,36.7,35.4,28.6,45.5,60,60,60,31,55,25,37.1,C,Pública
4710,44.2,55.1,57.1,52,33,65,25,71,75,70,40.5,D,Pública
4711,28.2,36.4,28.6,48,50,50,50,46,50,45,25.5,B,Pública
4712,32.3,27.3,42.9,4,0,0,0,8,40,0,34,E,Pública
4714,25.9,40.4,28.6,58,47,75,40,69,65,70,21,B,Pública
4715,35.9,38.4,28.6,53,55,55,55,51,75,45,35.1,C,Pública
4716,35.7,45.1,42.9,48.5,46,50,45,51,75,45,32.6,D,Pública
4717,60,64.3,57.1,75,75,75,75,75,75,75,58.5,D,Pública
4718,38.6,48.5,57.1,35.5,35,75,25,36,80,25,35.3,C,Pública
4719,61.9,79.6,85.7,70.5,73,65,75,68,40,75,56,C,Pública
4720,38.5,56.1,42.9,76,77,65,80,75,75,75,32.6,C,Pública
4721,44.5,55.1,57.1,52,72,60,75,32,80,20,41,D,Pública
4722,47.3,48.2,28.6,77.5,83,55,90,72,60,75,47,D,Pública
4723,26.9,35.5,42.9,24.5,49,25,55,0,50,0,24,D,Pública
4724,27.8,60.8,71.4,45,59,55,60,31,55,25,16.8,D,Pública
4725,42.9,44.9,42.9,48,66,50,70,30,50,25,42.2,D,Pública
4726,53.3,63.3,57.1,72.5,74,70,75,71,75,70,50,D,Pública
4727,33.8,62,71.4,48,69,65,70,27,55,20,24.4,B,Pública
4728,46.1,46.7,42.9,52.5,54,70,50,51,75,45,45.9,D,Pública
4729,34,58.1,42.9,81,68,40,75,94,70,100,25.9,D,Pública
4730,49.8,76,85.7,61.5,48,60,45,75,75,75,41,D,Pública
4731,31.9,55.7,57.1,53.5,41,45,40,66,50,70,23.9,C,Pública
4732,54.6,58.9,42.9,83,70,90,65,96,80,100,53.1,E,Pública
4733,63.4,48.4,28.6,78,87,75,90,69,65,70,68.4,D,Pública
4734,38.3,36,28.6,47,53,65,50,41,25,45,39,B,Pública
4735,36.5,43.7,57.1,23.5,37,65,30,10,50,0,34.1,C,Pública
4736,26.1,59.7,57.1,63.5,55,55,55,72,80,70,14.9,D,Pública
4737,57.1,34.3,57.1,0,0,0,0,0,0,0,64.7,D,Pública
4738,64.1,80,85.7,71.5,72,60,75,71,75,70,58.8,D,Pública
4739,47.7,64.1,57.1,74.5,56,60,55,93,65,100,42.2,E,Pública
4740,71.8,65.7,57.1,78.5,79,75,80,78,90,75,73.8,C,Pública
4741,41.2,39.2,28.6,55,60,60,60,50,70,45,41.8,D,Pública
4742,45.8,36.6,28.6,48.5,45,65,40,52,80,45,48.9,C,Pública
4743,47,51.5,42.9,64.5,58,50,60,71,55,75,45.5,D,Pública
4744,36.5,40.1,42.9,36,26,70,15,46,50,45,35.3,D,Pública
4746,35.9,39.6,28.6,56,63,75,60,49,65,45,34.6,C,Pública
4747,52.3,51.9,42.9,65.5,82,90,80,49,65,45,52.4,D,Pública
4748,46.5,54.1,42.9,71,66,70,65,76,80,75,44,D,Pública
4749,16.5,24.6,14.3,40,80,80,80,0,0,0,13.8,B,Pública
4750,41.5,42.5,42.9,42,59,55,60,25,25,25,41.2,C,Pública
4751,37.6,38,28.6,52,56,80,50,48,40,50,37.5,D,Pública
