id,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,CO_RS_I9,Categoria
6732,35.9,57.3,37.5,87,97,85,100,77,85,75,28.8,D,Pública
6733,37.6,44.1,37.5,54,54,70,50,54,70,50,35.4,D,Pública
6735,13.2,30,50,0,0,0,0,0,0,0,7.6,C,Pública
6736,54.2,71.5,62.5,85,95,75,100,75,75,75,48.4,D,Pública
6737,53.6,86.7,87.5,85.5,79,75,80,92,60,100,42.5,C,Pública
6738,40.6,45.6,50,39,36,60,30,42,30,45,38.9,C,Pública
6739,35.9,34.4,25,48.5,69,65,70,28,60,20,36.4,C,Pública
6740,43.9,51.4,50,53.5,34,50,30,73,65,75,41.4,C,Pública
6741,45.3,43.3,37.5,52,58,90,50,46,50,45,46,D,Pública
6742,39.5,21.8,0,54.5,96,80,100,13,65,0,45.4,A,Pública
6743,26.4,19.1,12.5,29,6,30,0,52,60,50,28.8,D,Pública
6744,53.3,63,50,82.5,71,55,75,94,70,100,50.1,D,Pública
6745,40.6,49.1,37.5,66.5,57,85,50,76,80,75,37.8,C,Pública
6746,51.6,56.5,37.5,85,80,80,80,90,50,100,50,D,Pública
6747,10.9,25.4,0,63.5,76,60,80,51,75,45,6.1,C,Pública
6748,27.2,40.5,37.5,45,63,55,65,27,55,20,22.7,B,Pública
6749,35.9,37.5,62.5,0,0,0,0,0,0,0,35.4,C,Pública
6750,43.4,49.5,37.5,67.5,40,80,30,95,75,100,41.4,B,Pública
6751,47.9,50.5,37.5,70,46,50,45,94,70,100,47,B,Pública
6752,42.6,73.4,75,71,87,75,90,55,75,50,32.3,D,Pública
6753,23.8,43.7,37.5,53,55,55,55,51,75,45,17.2,C,Pública
6754,51.7,58.2,50,70.5,71,55,75,70,70,70,49.5,D,Pública
6755,35,29.4,0,73.5,76,60,80,71,55,75,36.9,C,Pública
6756,44,36.6,25,54,74,50,80,34,90,20,46.5,C,Pública
6757,43.1,49.2,50,48,46,70,40,50,50,50,41,B,Pública
6758,37.8,45,75,0,0,0,0,0,0,0,35.4,B,Pública
6759,53.5,64.1,62.5,66.5,67,55,70,66,50,70,50,C,Pública
6760,42.5,68.7,62.5,78,61,45,65,95,75,100,33.8,B,Pública
6761,15.2,7.5,12.5,0,0,0,0,0,0,0,17.7,C,Pública
6762,70.9,74.2,75,73,98,90,100,48,60,45,69.8,D,Pública
6763,67.6,56.3,37.5,84.5,76,80,75,93,65,100,71.3,.,Pública
6765,53.9,57.8,50,69.5,87,75,90,52,80,45,52.6,D,Pública
6766,34.5,73,75,70,73,65,75,67,35,75,21.7,B,Pública
6767,60.5,63.1,62.5,64,62,50,65,66,50,70,59.6,E,Pública
6768,0,0,0,0,0,0,0,0,0,0,0,.,Pública
6769,29,56.8,50,67,63,55,65,71,55,75,19.7,B,Pública
6770,42.1,62.1,62.5,61.5,72,60,75,51,75,45,35.4,D,Pública
6771,7.1,28.4,0,71,69,65,70,73,65,75,0,.,Pública
6772,65.6,63.6,50,84,93,65,100,75,75,75,66.2,D,Pública
6773,37.4,41.7,37.5,48,70,70,70,26,30,25,35.9,B,Pública
6775,39.4,53.1,37.5,76.5,80,80,80,73,65,75,34.8,D,Pública
6776,58.5,55.1,37.5,81.5,88,80,90,75,75,75,59.6,D,Pública
6777,82.6,75.5,62.5,95,95,75,100,95,75,100,84.9,D,Pública
6778,34.4,28.5,12.5,52.5,33,65,25,72,60,75,36.3,C,Pública
6779,72.8,72.6,75,69,69,65,70,69,65,70,72.8,E,Pública
6780,40.7,62.8,50,82,73,65,75,91,55,100,33.3,C,Pública
6781,40.3,45.8,50,39.5,49,65,45,30,50,25,38.4,C,Pública
6782,49.5,31.3,12.5,59.5,86,70,90,33,65,25,55.6,D,Pública
6783,39.3,49.7,37.5,68,65,65,65,71,55,75,35.8,B,Pública
6784,42.2,67.3,62.5,74.5,76,60,80,73,65,75,33.8,C,Pública
6785,49.1,61.6,50,79,80,80,80,78,90,75,44.9,.,Pública
6786,21.5,54.2,50,60.5,52,60,50,69,65,70,10.6,B,Pública
6787,16.4,22.9,12.5,38.5,67,55,70,10,50,0,14.2,A,Pública
6788,48.5,51,50,52.5,54,50,55,51,55,50,47.6,C,Pública
6789,28.7,40.2,50,25.5,51,55,50,0,0,0,24.8,C,Pública
6790,59,48.3,37.5,64.5,60,80,55,69,65,70,62.6,D,Pública
6791,31.6,59.6,50,74,76,60,80,72,60,75,22.2,.,Pública
6792,34,60.2,50,75.5,75,55,80,76,80,75,25.3,E,Pública
6794,60.5,79.6,75,86.5,78,70,80,95,75,100,54.1,C,Pública
6795,63.7,71.5,62.5,85,72,60,75,98,90,100,61.1,E,Pública
6800,32.1,25.3,12.5,44.5,57,65,55,32,60,25,34.3,E,Pública
6801,56.9,57.6,75,31.5,63,55,65,0,0,0,56.7,E,Privada
6802,42.3,48.6,50,46.5,47,75,40,46,30,50,40.2,D,Privada
6803,63.7,65,75,50,43,55,40,57,85,50,63.2,D,Privada
6804,85.3,87.3,87.5,87,77,65,80,97,85,100,84.6,E,Privada
6805,35.8,48.2,50,45.5,78,70,80,13,65,0,31.6,D,Privada
6806,66.4,69.5,62.5,80,69,65,70,91,55,100,65.4,D,Privada
6807,33.9,48.1,62.5,26.5,53,65,50,0,0,0,29.1,E,Privada
6808,73.6,81.5,87.5,72.5,70,90,65,75,75,75,70.9,D,Privada
6810,54.2,46.4,50,41,34,50,30,48,60,45,56.8,C,Privada
6811,48.1,50.8,50,52,54,70,50,50,50,50,47.2,D,Privada
6812,61.1,76.3,87.5,59.5,44,60,40,75,75,75,56,D,Privada
6813,51.3,71.6,75,66.5,62,70,60,71,55,75,44.5,C,Privada
6814,39.2,25.6,25,26.5,0,0,0,53,65,50,43.7,D,Privada
6816,50.5,37.1,37.5,36.5,0,0,0,73,65,75,55,E,Privada
6817,58.3,70.1,62.5,81.5,67,75,65,96,80,100,54.3,D,Privada
6818,49.1,64.3,62.5,67,59,75,55,75,75,75,44,A,Privada
6819,38.3,31.7,37.5,23,46,50,45,0,75,0,40.5,D,Privada
6820,46.2,48.4,50,46,56,60,55,36,80,25,45.5,.,Privada
6821,26.3,13.4,0,33.5,13,65,0,54,70,50,30.6,E,Privada
6822,55.8,46.7,42.9,52.5,35,55,30,70,50,75,58.8,D,Privada
6823,42.4,37,28.6,49.5,33,45,30,66,30,75,44.2,.,Privada
6824,40.9,68.5,57.1,85.5,78,70,80,93,65,100,31.7,D,Privada
6825,51.8,64.6,71.4,54.5,60,60,60,49,65,45,47.5,D,Privada
6826,50,57.7,57.1,58.5,42,50,40,75,75,75,47.4,E,Privada
6827,32.9,42.8,71.4,0,0,0,0,0,0,0,29.6,D,Privada
6828,41.2,25.7,42.9,0,0,0,0,0,0,0,46.4,E,Privada
6829,60.6,50.9,42.9,63,68,60,70,58,90,50,63.8,D,Privada
6830,59.2,65.8,71.4,57.5,64,60,65,51,75,45,57,E,Privada
6831,39.5,17.2,28.6,0,0,0,0,0,0,0,46.9,D,Privada
6832,53.2,47.3,42.9,54,63,75,60,45,45,45,55.1,D,Privada
6833,51.9,37.5,62.5,0,0,0,0,0,0,0,56.7,E,Pública
6834,71,75.9,87.5,58.5,67,75,65,50,50,50,69.4,B,Pública
6835,43.6,55.3,62.5,44.5,59,75,55,30,70,20,39.7,D,Pública
6836,33.1,30,50,0,0,0,0,0,0,0,34.1,B,Pública
6837,36.2,45.3,37.5,57,63,75,60,51,55,50,33.1,D,Pública
6838,44.3,73.2,75,70.5,67,75,65,74,70,75,34.6,B,Pública
6840,67.9,78.8,75,84.5,95,75,100,74,90,70,64.2,E,Pública
6841,53.6,30,50,0,0,0,0,0,0,0,61.4,A,Pública
6842,69.5,76.8,75,79.5,64,100,55,95,75,100,67.1,C,Pública
6844,69.9,54.7,37.5,80.5,68,60,70,93,65,100,74.9,D,Pública
6845,45,59.5,87.5,17.5,35,55,30,0,0,0,40.2,E,Pública
6849,51.4,75.8,100,39.5,45,65,40,34,70,25,43.3,D,Pública
6850,26.9,22.5,37.5,0,0,0,0,0,0,0,28.3,B,Pública
6851,57.9,52.5,87.5,0,0,0,0,0,0,0,59.7,C,Pública
6852,44,36.4,25,53.5,57,65,55,50,70,45,46.5,D,Privada
6853,46,30,50,0,0,0,0,0,0,0,51.3,.,Privada
6854,39,33.1,37.5,26.5,0,0,0,53,85,45,41,E,Privada
6855,33.2,35.7,37.5,33,66,50,70,0,0,0,32.4,E,Privada
6856,61.6,22.5,37.5,0,0,0,0,0,0,0,74.6,C,Privada
6857,50.2,57.5,62.5,50,52,60,50,48,60,45,47.8,D,Privada
6858,52.4,74.6,75,74,75,75,75,73,65,75,45,C,Privada
6859,33.2,27.4,25,31,27,35,25,35,75,25,35.1,C,Privada
6860,35,30,50,0,0,0,0,0,0,0,36.7,D,Pública
6861,27.3,42.4,25,68.5,64,80,60,73,65,75,22.2,B,Pública
6862,53,54.6,50,61.5,56,60,55,67,55,70,52.5,D,Pública
6863,52.4,62.7,87.5,25.5,51,75,45,0,0,0,48.9,D,Pública
6864,47.6,63.9,62.5,66,54,50,55,78,90,75,42.2,D,Pública
6865,34.6,56.7,37.5,85.5,96,80,100,75,75,75,27.2,D,Pública
6866,53,63.9,62.5,66,69,65,70,63,35,70,49.4,D,Pública
6867,40,47.3,37.5,62,49,45,50,75,75,75,37.6,D,Pública
6869,38.2,44.6,50,36.5,0,0,0,73,65,75,36.1,E,Pública
6870,38.2,57.3,62.5,49.5,69,65,70,30,50,25,31.8,D,Pública
6871,26.4,48.5,37.5,65,54,50,55,76,80,75,19,D,Pública
6872,21.6,31,25,40,30,30,30,50,70,45,18.4,C,Pública
6873,79.2,88.1,87.5,89,80,80,80,98,90,100,76.2,E,Pública
6875,34.5,49.3,37.5,67,67,75,65,67,55,70,29.6,D,Pública
6876,36.2,67.3,62.5,74.5,55,75,50,94,70,100,25.8,C,Pública
6877,28.2,36.4,25,53.5,32,40,30,75,75,75,25.5,D,Pública
6878,58.7,72.8,75,69.5,64,60,65,75,75,75,54,D,Pública
6880,53.2,36.2,25,53,59,75,55,47,55,45,58.8,D,Pública
6882,49.7,50.5,62.5,32.5,58,70,55,7,35,0,49.4,D,Pública
6883,34.1,41.7,37.5,48,24,60,15,72,60,75,31.6,C,Pública
6884,62,75.6,75,76.5,56,60,55,97,85,100,57.4,D,Pública
6885,36.6,73,75,70,47,75,40,93,65,100,24.4,D,Pública
6886,27,47.1,37.5,61.5,72,60,75,51,75,45,20.3,D,Pública
6889,51.7,71.8,75,67,61,65,60,73,65,75,45,D,Pública
6890,43.1,15,25,0,0,0,0,0,0,0,52.4,E,Pública
6891,66,88.5,87.5,90,85,65,90,95,75,100,58.5,E,Pública
6893,49.1,72.6,75,69,67,75,65,71,75,70,41.2,D,Pública
6894,52.2,70.6,75,64,80,80,80,48,60,45,46.1,C,Pública
6895,48.5,45.1,37.5,56.5,59,75,55,54,70,50,49.6,C,Pública
6897,49,74.6,75,74,73,65,75,75,75,75,40.5,D,Pública
6898,65.4,90.5,87.5,95,95,75,100,95,75,100,57,D,Pública
6899,73.6,72.2,75,68,65,65,65,71,75,70,74.1,C,Pública
6900,73.9,86.4,100,66,57,65,55,75,75,75,69.7,D,Pública
6901,47.6,49.2,25,85.5,76,80,75,95,75,100,47.1,C,Pública
6902,29.9,40.9,37.5,46,71,35,80,21,25,20,26.2,D,Pública
6903,65.8,67,75,55,57,65,55,53,65,50,65.4,D,Pública
6904,40.6,28.8,25,34.5,55,75,50,14,70,0,44.5,B,Pública
6905,75.8,87.9,87.5,88.5,82,50,90,95,75,100,71.8,D,Pública
6906,68.8,83.5,87.5,77.5,62,50,65,93,65,100,63.9,D,Pública
6907,64.7,64.6,50,86.5,77,65,80,96,80,100,64.7,.,Pública
6908,50.6,67.2,75,55.5,62,70,60,49,65,45,45,E,Pública
6909,68.2,70.6,75,64,54,90,45,74,90,70,67.4,D,Pública
6910,75.1,70.5,62.5,82.5,67,75,65,98,90,100,76.6,D,Pública
6911,71.1,64.7,62.5,68,90,50,100,46,50,45,73.2,C,Pública
6912,53.7,64.5,62.5,67.5,80,80,80,55,75,50,50.1,C,Pública
6913,62.3,65.1,62.5,69,63,55,65,75,75,75,61.3,D,Pública
6914,70,72.2,75,68,65,65,65,71,55,75,69.2,D,Pública
6916,73,70,75,62.5,59,75,55,66,50,70,74,C,Pública
6917,53.3,81.1,87.5,71.5,72,60,75,71,55,75,44,D,Pública
6918,39.8,37.5,62.5,0,0,0,0,0,0,0,40.6,C,Pública
6919,80.2,89.5,87.5,92.5,87,75,90,98,90,100,77.1,E,Pública
6920,68.5,83.9,87.5,78.5,79,75,80,78,90,75,63.4,D,Pública
6921,55.7,57,50,67.5,79,75,80,56,80,50,55.3,B,Pública
6922,70.1,71.4,75,66,76,80,75,56,80,50,69.7,C,Pública
6923,76.4,88.8,100,72,51,55,50,93,65,100,72.3,D,Pública
6924,76.9,59.3,62.5,54.5,43,55,40,66,50,70,82.7,E,Pública
6925,64.7,73,75,70,69,65,70,71,75,70,61.9,E,Pública
6926,76.4,69.6,75,61.5,58,90,50,65,45,70,78.7,B,Pública
6927,60.5,72.7,62.5,88,81,85,80,95,75,100,56.4,.,Pública
6928,77.8,82.9,87.5,76,79,75,80,73,65,75,76.1,C,Pública
6929,64.5,57.1,62.5,49,28,40,25,70,70,70,66.9,D,Pública
6930,60.5,70.8,75,64.5,58,70,55,71,75,70,57,C,Pública
6931,65.2,71.9,62.5,86,79,75,80,93,65,100,62.9,D,Pública
6932,64,62,50,80,84,60,90,76,80,75,64.7,D,Pública
6933,50,57.3,37.5,87,79,75,80,95,75,100,47.6,D,Pública
6934,84.8,80,75,87.5,77,85,75,98,90,100,86.4,C,Pública
6935,70.1,70.9,87.5,46,45,65,40,47,55,45,69.8,C,Pública
6936,77,74.9,62.5,93.5,87,75,90,100,100,100,77.7,D,Pública
6937,66.1,75.8,75,77,86,70,90,68,60,70,62.8,E,Pública
6938,62.6,69.5,62.5,80,64,80,60,96,80,100,60.3,E,Pública
6939,56.5,58.5,62.5,52.5,57,65,55,48,40,50,55.8,C,Pública
6940,61.2,79.7,87.5,68,83,55,90,53,65,50,55,B,Pública
6941,64.9,72.6,75,69,87,75,90,51,75,45,62.3,D,Pública
6942,66.8,65.6,75,51.5,31,55,25,72,80,70,67.2,D,Pública
6943,73.7,71,75,65,55,75,50,75,75,75,74.6,D,Pública
6944,53.1,61.9,62.5,61,73,65,75,49,65,45,50.1,B,Pública
6945,74.6,90.4,100,76,81,85,80,71,75,70,69.3,D,Pública
6946,53.9,60,100,0,0,0,0,0,0,0,51.8,D,Pública
6947,38.2,41.1,37.5,46.5,93,65,100,0,0,0,37.2,D,Pública
6948,34,49.8,50,49.5,56,60,55,43,35,45,28.7,C,Pública
6949,32.6,55.5,37.5,82.5,94,70,100,71,75,70,24.9,C,Pública
6950,40.6,60.1,62.5,56.5,67,75,65,46,30,50,34.1,E,Pública
6951,43.6,29.3,12.5,54.5,56,60,55,53,65,50,48.4,D,Pública
6952,39.9,52.2,50,55.5,82,90,80,29,65,20,35.8,E,Pública
6953,69.7,61.8,75,42,31,55,25,53,65,50,72.3,D,Pública
6955,44.4,51.6,50,54,75,75,75,33,65,25,42,E,Pública
6956,53.8,74.1,62.5,91.5,87,75,90,96,80,100,47,E,Pública
6957,33.5,40.5,12.5,82.5,70,70,70,95,75,100,31.2,E,Pública
6958,29,37.5,62.5,0,0,0,0,0,0,0,26.2,D,Pública
6959,27.8,22.5,37.5,0,0,0,0,0,0,0,29.6,E,Pública
6960,51.7,45,75,0,0,0,0,0,0,0,53.9,E,Pública
6961,40.7,58.8,50,72,54,50,55,90,50,100,34.6,D,Pública
6962,49.1,55.4,50,63.5,74,70,75,53,65,50,47,E,Pública
6963,48.7,52.5,87.5,0,0,0,0,0,0,0,47.4,E,Pública
6964,33.8,37.5,62.5,0,0,0,0,0,0,0,32.6,B,Pública
6965,39.7,50.5,37.5,70,72,80,70,68,40,75,36.1,D,Pública
6966,29.8,46.1,37.5,59,88,80,90,30,50,25,24.4,E,Pública
6967,16.3,41.9,12.5,86,79,75,80,93,65,100,7.7,D,Pública
6968,46.8,59.6,50,74,78,70,80,70,50,75,42.5,D,Pública
6969,49.8,60.4,50,76,59,75,55,93,65,100,46.3,C,Pública
6970,46.9,60.2,75,38,76,60,80,0,0,0,42.5,D,Pública
6971,40.3,56.9,37.5,86,77,65,80,95,75,100,34.8,E,Pública
6972,34.2,32.5,37.5,25,0,0,0,50,50,50,34.8,C,Pública
6973,25.3,54.5,62.5,42.5,61,65,60,24,40,20,15.5,B,Pública
6974,36.7,77,75,80,69,65,70,91,55,100,23.2,D,Pública
6975,34.4,41.8,50,29.5,43,55,40,16,80,0,31.9,B,Pública
6976,38,53.1,37.5,76.5,55,55,55,98,90,100,32.9,D,Pública
6977,47.7,65.7,62.5,70.5,95,75,100,46,50,45,41.7,D,Pública
6978,33.3,44.6,50,36.5,45,65,40,28,40,25,29.5,D,Pública
6979,41.6,70.6,75,64,58,70,55,70,50,75,31.9,C,Pública
6980,49.4,54.2,50,60.5,50,50,50,71,55,75,47.8,E,Pública
6981,29.8,54.6,50,61.5,54,70,50,69,65,70,21.5,B,Pública
6982,45.8,61,50,77.5,62,50,65,93,65,100,40.7,D,Pública
6983,28.4,32.7,12.5,63,59,75,55,67,55,70,27,C,Pública
6984,43,63.8,50,84.5,79,75,80,90,50,100,36,D,Pública
6985,63.1,80.4,75,88.5,84,60,90,93,65,100,57.3,D,Pública
6986,37.2,71.7,62.5,85.5,75,75,75,96,80,100,25.7,D,Pública
6987,32.8,53.9,62.5,41,82,50,90,0,0,0,25.7,C,Pública
6988,48,74.2,75,73,74,70,75,72,60,75,39.2,D,Pública
6989,23.9,44.5,37.5,55,61,65,60,49,45,50,17,D,Pública
6990,27.3,47.5,37.5,62.5,50,50,50,75,75,75,20.5,C,Pública
6991,31.5,41.1,37.5,46.5,64,60,65,29,65,20,28.3,D,Pública
6992,28.5,67.5,62.5,75,75,75,75,75,75,75,15.5,C,Pública
6993,31.1,66.5,62.5,72.5,67,75,65,78,90,75,19.3,E,Pública
6994,35.9,69.4,75,61,71,75,70,51,55,50,24.7,D,Pública
6995,21.9,41,25,65,62,50,65,68,60,70,15.5,C,Pública
6996,31.2,49.3,37.5,67,67,75,65,67,55,70,25.2,D,Pública
6997,37.2,48.5,37.5,65,78,70,80,52,60,50,33.4,C,Pública
6998,58.5,49,50,47.5,22,50,15,73,65,75,61.7,D,Pública
6999,20.2,34.2,25,48,51,55,50,45,45,45,15.5,E,Pública
7000,49.4,46.9,37.5,61,74,50,80,48,60,45,50.2,E,Pública
7001,45.5,58.4,50,71,74,50,80,68,40,75,41.2,E,Pública
7003,36.6,65.5,62.5,70,66,70,65,74,70,75,27,B,Pública
7004,48.4,44.4,25,73.5,73,85,70,74,70,75,49.7,C,Pública
7005,55,66.1,62.5,71.5,71,75,70,72,80,70,51.3,C,Pública
7006,59.4,81.6,75,91.5,93,65,100,90,50,100,52,D,Pública
7007,32.1,49.5,37.5,67.5,84,60,90,51,75,45,26.3,C,Pública
7008,64.6,83.7,87.5,78,79,75,80,77,85,75,58.2,D,Pública
7009,45.7,66.8,50,92,88,80,90,96,80,100,38.7,D,Pública
7010,45.2,64.5,62.5,67.5,80,80,80,55,75,50,38.7,C,Pública
7011,55,57,50,67.5,70,50,75,65,45,70,54.3,D,Pública
7012,35,70.3,62.5,82,69,65,70,95,75,100,23.2,D,Pública
7013,63.2,63,50,82.5,71,75,70,94,70,100,63.3,D,Pública
7014,47.2,61.1,62.5,59,46,70,40,72,80,70,42.5,D,Pública
7015,49.9,60.5,62.5,57.5,87,75,90,28,60,20,46.3,E,Pública
7016,52.5,63.3,62.5,64.5,63,55,65,66,50,70,48.9,E,Pública
7017,44.9,65.9,62.5,71,67,75,65,75,95,70,37.9,D,Pública
7018,64,64.1,62.5,66.5,79,75,80,54,90,45,64,D,Pública
7019,36.5,62,50,80,70,70,70,90,50,100,28,D,Pública
7020,73.9,87.1,87.5,86.5,78,70,80,95,75,100,69.5,D,Pública
7021,52.7,53.8,50,59.5,46,70,40,73,65,75,52.3,C,Pública
7022,63.5,53.4,50,58.5,47,35,50,70,50,75,66.8,C,Pública
7023,53,63.6,50,84,76,60,80,92,60,100,49.5,D,Pública
7024,51.7,67.9,62.5,76,80,80,80,72,60,75,46.3,D,Pública
7025,36.2,52.2,50,55.5,60,60,60,51,55,50,30.9,C,Pública
7026,42.2,30,50,0,0,0,0,0,0,0,46.3,D,Pública
7027,75.4,64.4,50,86,79,75,80,93,65,100,79,D,Pública
7029,45.4,62,50,80,67,55,70,93,65,100,39.8,D,Pública
7030,43.8,59,50,72.5,74,70,75,71,55,75,38.7,C,Pública
7031,52.7,59.2,75,35.5,0,50,0,71,55,75,50.5,D,Pública
7032,51.2,7.5,12.5,0,0,0,0,0,0,0,65.8,C,Pública
7033,53.6,54.3,37.5,79.5,87,75,90,72,80,70,53.3,D,Pública
7034,65.2,67.1,62.5,74,77,65,80,71,75,70,64.6,D,Pública
7035,32.5,41.2,50,28,0,0,0,56,80,50,29.6,B,Pública
7036,43.4,49.1,37.5,66.5,56,60,55,77,85,75,41.5,D,Pública
7037,32.6,47.1,62.5,24,35,55,30,13,65,0,27.8,D,Pública
7038,62.1,55.6,50,64,78,90,75,50,70,45,64.2,D,Pública
7039,66.2,80.5,87.5,70,46,70,40,94,70,100,61.4,B,Pública
7040,44.5,62.2,50,80.5,88,80,90,73,65,75,38.6,E,Pública
7041,63.9,69.9,62.5,81,67,75,65,95,75,100,61.9,D,Pública
7042,68.2,72.1,62.5,86.5,78,70,80,95,75,100,66.9,D,Pública
7043,41.6,46.3,12.5,97,98,90,100,96,80,100,40,E,Pública
7044,41.4,58.8,50,72,70,90,65,74,90,70,35.6,E,Pública
7045,31.7,38.1,37.5,39,30,30,30,48,40,50,29.6,C,Pública
7046,64.5,69.1,62.5,79,83,95,80,75,75,75,62.9,D,Pública
7047,66.3,61.3,62.5,59.5,73,65,75,46,50,45,67.9,D,Pública
7048,69.3,76.4,75,78.5,82,50,90,75,75,75,66.9,D,Pública
7049,38.6,36.8,25,54.5,35,75,25,74,70,75,39.2,D,Pública
7050,54.3,42.4,25,68.5,62,70,60,75,75,75,58.2,C,Pública
7051,50.1,63.9,62.5,66,59,75,55,73,65,75,45.5,D,Pública
7052,56.5,55.3,37.5,82,92,100,90,72,80,70,56.9,D,Pública
7053,41.2,44.7,37.5,55.5,76,80,75,35,75,25,40,D,Pública
7054,52,59.8,50,74.5,79,75,80,70,70,70,49.4,D,Pública
7055,62.7,73.3,62.5,89.5,82,50,90,97,85,100,59.2,D,Pública
7056,35.9,44,25,72.5,79,75,80,66,30,75,33.2,D,Pública
7057,51.7,45.2,25,75.5,76,60,80,75,75,75,53.8,D,Pública
7058,50.5,72.6,75,69,63,75,60,75,75,75,43.1,D,Pública
7059,66.1,59,50,72.5,94,70,100,51,75,45,68.4,D,Pública
7060,55.2,34.6,25,49,62,70,60,36,80,25,62,D,Pública
7061,43.5,32.7,12.5,63,53,65,50,73,65,75,47.1,C,Pública
7062,54.9,60.2,50,75.5,75,75,75,76,80,75,53.1,D,Pública
7063,49.3,55.9,37.5,83.5,74,90,70,93,65,100,47.1,D,Pública
7064,52.1,70.4,75,63.5,76,80,75,51,75,45,46,D,Pública
7065,40,57.5,37.5,87.5,79,75,80,96,80,100,34.1,.,Pública
7066,54.1,55.6,50,64,75,75,75,53,65,50,53.6,D,Pública
7067,53.8,55.9,62.5,46,42,50,40,50,50,50,53.1,.,Pública
7068,55.7,42.1,37.5,49,53,65,50,45,25,50,60.2,D,Pública
7069,74,80.4,75,88.5,82,90,80,95,75,100,71.8,D,Pública
7070,48.1,59.2,50,73,76,60,80,70,70,70,44.4,C,Pública
7071,42,51.3,37.5,72,48,80,40,96,80,100,38.9,E,Pública
7072,48.8,45,50,37.5,75,75,75,0,0,0,50,C,Pública
7073,53.1,61.9,62.5,61,45,65,40,77,85,75,50.1,C,Pública
7074,57.7,44.5,37.5,55,39,75,30,71,75,70,62.1,C,Pública
7075,47.3,48.6,50,46.5,42,90,30,51,75,45,46.9,B,Pública
7076,61,28.7,37.5,15.5,0,0,0,31,75,20,71.7,D,Pública
7077,63.8,74.7,62.5,93,94,70,100,92,60,100,60.1,C,Pública
7078,53.9,65.5,62.5,70,63,75,60,77,85,75,50,D,Pública
7079,59.9,60,50,75,80,80,80,70,70,70,59.8,E,Pública
7080,58.3,64.3,62.5,67,39,75,30,95,75,100,56.3,D,Pública
7081,49,59.2,50,73,77,85,75,69,65,70,45.6,D,Pública
7082,38.8,43.4,25,71,47,75,40,95,75,100,37.2,D,Pública
7083,43,52.9,37.5,76,77,65,80,75,75,75,39.7,E,Pública
7084,46.5,48,25,82.5,90,90,90,75,75,75,46,D,Pública
7085,52.4,61.2,50,78,87,75,90,69,65,70,49.4,D,Pública
7086,57.5,56.4,50,66,61,85,55,71,55,75,57.8,D,Pública
7088,21.4,54.5,37.5,80,65,65,65,95,75,100,10.4,D,Pública
7089,45.4,49.7,37.5,68,65,65,65,71,75,70,43.9,D,Pública
7090,41.5,86.9,87.5,86,96,80,100,76,80,75,26.3,D,Pública
7091,54.3,79.4,75,86,79,75,80,93,65,100,45.9,E,Pública
7092,59.5,49.9,37.5,68.5,64,80,60,73,85,70,62.7,D,Pública
7093,54.4,62.9,62.5,63.5,76,80,75,51,75,45,51.5,C,Pública
7094,47.4,52.8,50,57,61,45,65,53,85,45,45.6,C,Pública
7095,32.6,49.2,50,48,45,65,40,51,75,45,27.1,E,Pública
7096,55.5,58.4,50,71,69,65,70,73,85,70,54.5,D,Pública
7097,26.6,39.6,50,24,48,60,45,0,0,0,22.2,C,Pública
7098,37.6,46.7,37.5,60.5,55,55,55,66,50,70,34.5,D,Pública
7099,59.8,40.6,50,26.5,53,65,50,0,0,0,66.2,E,Pública
7100,27.1,29.3,12.5,54.5,58,50,60,51,55,50,26.4,E,Pública
7101,42.6,60.4,50,76,57,65,55,95,75,100,36.6,D,Pública
7102,59.1,58.6,50,71.5,76,60,80,67,55,70,59.2,D,Pública
7103,38.5,36.2,25,53,68,80,65,38,90,25,39.2,D,Pública
7104,47.4,45.8,25,77,79,75,80,75,75,75,47.9,C,Pública
7105,41.3,42.3,37.5,49.5,54,50,55,45,25,50,41,E,Pública
7106,51.2,54.9,37.5,81,67,55,70,95,75,100,50,D,Pública
7107,55.4,78,75,82.5,71,75,70,94,70,100,47.9,.,Pública
7108,42.4,29.8,25,37,61,85,55,13,65,0,46.6,D,Pública
7109,47.6,31.2,25,40.5,30,50,25,51,75,45,53,D,Pública
7110,39.7,41.6,25,66.5,62,90,55,71,75,70,39,D,Pública
7111,64.2,71,75,65,35,75,25,95,75,100,61.9,D,Pública
7112,60.2,37.5,62.5,0,0,0,0,0,0,0,67.8,E,Pública
7113,38.6,54.9,37.5,81,67,75,65,95,75,100,33.2,D,Pública
7114,69.2,74.8,75,74.5,72,80,70,77,85,75,67.3,E,Pública
7115,54.3,55.8,50,64.5,60,80,55,69,65,70,53.8,D,Pública
7116,60.8,66.7,62.5,73,50,50,50,96,80,100,58.8,E,Pública
7117,34.8,51.4,50,53.5,59,75,55,48,40,50,29.3,D,Pública
7118,46.9,41,50,27.5,55,75,50,0,0,0,48.9,C,Pública
7119,47.6,39.2,25,60.5,47,75,40,74,70,75,50.4,E,Pública
7120,39.7,38.6,25,59,49,65,45,69,45,75,40,D,Pública
7121,48.2,54.4,50,61,71,75,70,51,75,45,46.1,D,Pública
7122,33.9,71,75,65,79,75,80,51,75,45,21.5,.,Pública
